datetime_1h,sent_btc_vader,count_btc,sent_tech_vader,count_tech,sent_macro_vader,count_macro,sent_total_vader,count_total,sent_weighted_vader,btc_count,btc_pct_positive,btc_pct_negative,btc_pct_neutral,tech_count,tech_pct_positive,tech_pct_negative,tech_pct_neutral,macro_count,macro_pct_positive,macro_pct_negative,macro_pct_neutral,pct_positive_total,pct_negative_total,pct_neutral_total
2025-05-06 18:00:00+00:00,0.0,0.0,0.0,0.0,0.25,1.0,0.08333333333333333,1.0,0.24999999750000004,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-05-07 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-05-08 09:00:00+00:00,0.0,0.0,0.0,0.0,-0.30455999999999994,5.0,-0.10151999999999999,5.0,-0.30455999939087997,,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,20.0,80.0,0.0,19.99999996,79.99999984,2.0000000233721948e-07
2025-05-08 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-05-12 15:00:00+00:00,0.0,0.0,0.0,0.0,0.1779,1.0,0.0593,1.0,0.17789999822100003,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-05-13 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-05-14 19:00:00+00:00,0.0,0.0,0.0,0.0,-0.0258,1.0,-0.0086,1.0,-0.025799999742000004,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-05-15 09:00:00+00:00,0.0,0.0,0.0,0.0,0.25816666666666666,3.0,0.08605555555555555,3.0,0.2581666658061111,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,66.66666666666666,33.33333333333333,0.0,66.66666644444443,33.333333222222215,3.3333335380802964e-07
2025-05-15 10:00:00+00:00,0.0,0.0,0.0,0.0,0.296,1.0,0.09866666666666667,1.0,0.29599999704,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-05-18 12:00:00+00:00,0.0,0.0,0.0,0.0,0.2263,1.0,0.07543333333333334,1.0,0.22629999773700005,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-05-22 09:00:00+00:00,0.0,0.0,0.0,0.0,-0.2817,3.0,-0.0939,3.0,-0.281699999061,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,66.66666666666666,33.33333333333333,0.0,66.66666644444443,33.33333355555557
2025-05-22 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0129,2.0,0.0043,2.0,0.012899999935500001,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-05-23 18:00:00+00:00,0.0,0.0,0.0,0.0,-0.6124,1.0,-0.20413333333333336,1.0,-0.6123999938760002,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-05-25 14:00:00+00:00,0.0,0.0,0.0,0.0,-0.7783,1.0,-0.25943333333333335,1.0,-0.7782999922170001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-05-26 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-05-28 19:00:00+00:00,0.0,0.0,0.0,0.0,-0.4033,1.0,-0.13443333333333332,1.0,-0.40329999596700006,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
2025-05-29 09:00:00+00:00,0.0,0.0,0.0,0.0,-0.06625000000000003,2.0,-0.022083333333333344,2.0,-0.06624999966875003,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,50.0,50.0,0.0,49.99999975,49.99999975,4.999999987376214e-07
2025-05-29 10:00:00+00:00,0.0,0.0,0.0,0.0,-0.02150000000000002,2.0,-0.007166666666666673,2.0,-0.02149999989250002,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,50.0,50.0,0.0,49.99999975,49.99999975,4.999999987376214e-07
2025-06-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.4588,1.0,0.15293333333333334,1.0,0.45879999541200006,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,99.99999900000002,0.0,9.99999983264388e-07
2025-06-04 17:00:00+00:00,0.0,0.0,0.0,0.0,-0.0023,1.0,-0.0007666666666666667,1.0,-0.0022999999770000005,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0
2025-06-04 18:00:00+00:00,0.0,0.0,0.0,0.0,-0.1027,1.0,-0.03423333333333333,1.0,-0.10269999897300001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,99.99999900000002,9.99999983264388e-07
