published_at,sentiment_mean_BTC,sentiment_mean_MACRO,sentiment_mean_TECH,sentiment_count_BTC,sentiment_count_MACRO,sentiment_count_TECH,sentiment_std_BTC,sentiment_std_MACRO,sentiment_std_TECH,sentiment_total_mean,total_count,sentiment_mean_BTC_roll_mean,sentiment_mean_BTC_roll_std,sentiment_mean_BTC_shock,sentiment_mean_BTC_momentum,sentiment_mean_MACRO_roll_mean,sentiment_mean_MACRO_roll_std,sentiment_mean_MACRO_shock,sentiment_mean_MACRO_momentum,sentiment_mean_TECH_roll_mean,sentiment_mean_TECH_roll_std,sentiment_mean_TECH_shock,sentiment_mean_TECH_momentum,sentiment_total_mean_roll_mean,sentiment_total_mean_roll_std,sentiment_total_mean_shock,sentiment_total_mean_momentum,sentiment_mean_BTC_lag1,sentiment_mean_MACRO_lag1,sentiment_mean_TECH_lag1,sentiment_total_mean_lag1,div_btc_macro,news_ratio_btc_macro
2025-11-12 00:00:00+00:00,-0.167298551026753,-0.0739103116496404,-0.29829466300010676,14.0,6.0,2.0,,,,-0.15373776864875446,22,,,0,,,,0,,,,0,,,,0,,,,,,-0.0933882393771126,2.3333329444445092
2025-11-12 04:00:00+00:00,0.19632995586077365,0.24360793930470942,-0.34588395432790114,3.0,16.0,3.0,,,,0.15677568333972583,22,,,0,0.3636285068875267,,,0,0.3175182509543498,,,0,-0.04758929132779438,,,0,0.3105134519884803,-0.167298551026753,-0.0739103116496404,-0.29829466300010676,-0.15373776864875446,-0.04727798344393577,0.18749998828125072
2025-11-12 08:00:00+00:00,0.05335294376182556,0.1984487618692716,-0.19516797807502745,15.0,12.0,5.0,,,,0.06893248151510954,32,,,0,-0.1429770120989481,,,0,-0.04515917743543782,,,0,0.1507159762528737,,,0,-0.08784320182461629,0.19632995586077365,0.24360793930470942,-0.34588395432790114,0.15677568333972583,-0.14509581810744604,1.249999895833342
2025-11-12 12:00:00+00:00,0.1321325274000997,0.09245117785877653,0.3030599370014667,23.0,9.0,8.0,,,,0.1573897056735754,40,0.027461449531948734,0.18319170248787145,0,0.07877958363827414,0.12271546317478021,0.17177342437245394,0,-0.10599758401049507,-0.27978219846767843,0.07704453180961328,1,0.49822791507649417,0.023990132068693635,0.16006096353194113,0,0.08845722415846587,0.05335294376182556,0.1984487618692716,-0.19516797807502745,0.06893248151510954,0.03968134954132317,2.55555527160497
2025-11-12 16:00:00+00:00,0.06903278148106166,0.06550267560550141,0.1124862518582344,21.0,7.0,20.0,,,,0.08662358703136443,48,0.053629218998986476,0.1584670582249089,0,-0.06309974591903804,0.11514939184577928,0.14106637192653285,0,-0.026948502253275122,-0.13407166460039216,0.2981333235999179,0,-0.1905736851432323,0.05734002546991408,0.14672605854905252,0,-0.07076611864221098,0.1321325274000997,0.09245117785877653,0.3030599370014667,0.1573897056735754,0.003530105875560255,2.9999995714286327
2025-11-12 20:00:00+00:00,-0.002829609799158002,-0.06927317150660922,0.09163803974560328,21.0,7.0,7.0,,,,0.0027752077683040124,35,0.05670993149540151,0.13740928045175965,0,-0.07186239128021966,0.10522004859772371,0.12416823367139722,0,-0.13477584711211063,-0.08476008130866684,0.280750369927154,0,-0.020848212112631118,0.06319673778220415,0.12774156562587466,0,-0.08384837926306041,0.06903278148106166,0.06550267560550141,0.1124862518582344,0.08662358703136443,0.06644356170745122,2.9999995714286327
2025-11-13 00:00:00+00:00,0.22683005550248284,0.16825131053686143,-0.05436,7.0,4.0,2.0,,,,0.1655458177434481,13,0.04678667461297493,0.12528317702845834,0,0.22965966530164084,0.07613784524700155,0.1319425917316175,0,0.23752448204347065,-0.055360394466288494,0.2612329720574464,0,-0.14599803974560327,0.05312648277988746,0.11688792189832882,0,0.1627706099751441,-0.002829609799158002,-0.06927317150660922,0.09163803974560328,0.0027752077683040124,0.058578744965621404,1.7499995625001092
2025-11-13 04:00:00+00:00,0.20596245795440674,-0.02557338724102292,-0.01654499999999999,5.0,14.0,2.0,,,,0.030414041352272034,21,0.07250715759719036,0.1330815467543963,0,-0.0208675975480761,0.08929691171698154,0.12537743074377342,0,-0.19382469777788436,-0.05521748097110442,0.23847228569551196,0,0.03781500000000001,0.06918638777468185,0.11485251010397755,0,-0.13513177639117607,0.22683005550248284,0.16825131053686143,-0.05436,0.1655458177434481,0.23153584519542966,0.3571428316326549
2025-11-13 08:00:00+00:00,0.26123579758834836,-0.0461254222448667,-0.06776999999999994,10.0,12.0,2.0,,,,0.0801380378727118,24,0.12583015888021318,0.08818950293095532,0,0.055273339633941626,0.09620218663249834,0.11586041092014207,0,-0.020552035003843783,-0.014967529113946313,0.21302692328233463,0,-0.05122499999999995,0.0954937892033999,0.06596735834686503,0,0.04972399652043977,0.20596245795440674,-0.02557338724102292,-0.01654499999999999,0.030414041352272034,0.30736121983321507,0.8333332638888947
2025-11-13 12:00:00+00:00,0.19945248223765139,0.16347327865779399,0.022430056312878897,29.0,16.0,6.0,,,,0.16733872120184057,51,0.1351024219841524,0.09952133116525902,0,-0.06178331535069698,0.054811706411130305,0.10573417790911949,0,0.2095987009026607,0.024763035790039575,0.16047617486768706,0,0.09020005631287883,0.08454555413668362,0.060209960134022904,0,0.08720068332912877,0.26123579758834836,-0.0461254222448667,-0.06776999999999994,0.0801380378727118,0.0359792035798574,1.812499886718757
