datetime,open,high,low,close,ret_1,ret_2,ret_7,ret_14,ret_30,close_lag_1,close_lag_2,close_lag_3,std_7,std_14,mom_sma30,range_norm,dayofweek
2015-06-04,260.54,262.98,254.0,255.58,-0.06271086988411323,0.14420020593633875,-0.09088322128552617,-0.2971233705516748,-0.0013285401688026832,272.68,223.37,388.0,0.32001612554461456,0.26439237472837396,-0.07343158047383391,0.035135769622036225,3
2015-06-05,235.18,235.94,227.01,228.49,-0.10599420924955005,-0.16205809006894523,-0.030178268251273233,0.05387205387205385,-0.18521556181578291,255.58,272.68,223.37,0.3151201279742254,0.2395216370259483,-0.16641027543107179,0.03908267320232836,4
2015-06-06,224.3,225.26,223.07,224.99,-0.015317957022189188,-0.11968855152985369,-0.06581132702208936,-0.1761324105606209,-0.01007567757831751,228.49,255.58,272.68,0.31572715212983227,0.23028615149670148,-0.17895051831812392,0.009733765945153107,5
2015-06-07,271.39,278.54,267.13,268.51,0.19343081914751759,0.17514989715085982,-0.3034760051880675,0.030590312428034006,0.12370788867964011,224.99,228.49,255.58,0.21470738569756673,0.23467954743578706,-0.02364497150434297,0.04249376187106635,6
2015-06-08,281.13,281.65,276.6,277.48,0.03340657703623706,0.23329925774478877,-0.2848453608247422,0.18016332085743447,-0.3132703063901401,268.51,224.99,228.49,0.21564221913968792,0.23193407937035398,0.024692877717324313,0.01819950987458539,0
2015-06-09,235.6,244.2,235.02,240.28,-0.1340637163038778,-0.10513574913411039,0.0757039888973452,0.07076648841354727,-0.3351779093575342,277.48,268.51,224.99,0.1403824285690802,0.23551098369211954,-0.0992494995414025,0.038205427001831105,1
2015-06-10,240.81,248.19,239.52,246.57,0.026177792575328818,-0.11139541588582969,-0.0957532638990759,-0.09182320441988956,0.08621145374449335,240.28,277.48,268.51,0.10953462332502065,0.22975570594890857,-0.077924716693488,0.035162428519284535,2
2015-06-11,387.77,396.67,353.26,374.47,0.5187167944194349,0.5584734476444149,0.4651772439157993,0.3320172162344823,0.3829307925252976,246.57,240.28,277.48,0.2234715769048745,0.26619765899525516,0.3825019197826218,0.11592383902582322,3
2015-06-12,388.0,399.85,383.0,388.24,0.036771971052420804,0.5745630044206513,0.699155324084205,0.6478777589134126,0.530311391407174,374.47,246.57,240.28,0.21046797055336808,0.25915959925548016,0.40999411655040996,0.043400989078920316,4
2015-07-02,223.44,231.14,221.77,228.3,-0.41196167319184007,-0.3903383448607365,0.014711764967331842,-0.05206776283009462,-0.042124695812704505,388.24,374.47,246.57,0.2850378356361297,0.2889919858964404,-0.1698604434683325,0.041042487954445796,3
2015-07-03,272.61,279.48,270.0,276.71,0.2120455540954882,-0.28727076035442,0.030538899854753998,-0.28220492866407265,0.24090766402080788,228.3,388.24,374.47,0.28681636092592455,0.24586926736371273,-0.0003419980877008566,0.03425969426475378,4
2015-07-04,255.54,256.62,251.5,253.72,-0.0830833724838278,0.11134472185720545,-0.08562779299408974,-0.34608247422680416,-0.024903920061491114,276.71,228.3,388.24,0.2906273738287531,0.24703711663794833,-0.08268114143023453,0.02017972568185403,5
2015-07-05,228.34,240.0,227.35,236.87,-0.06641179252719531,-0.14397744931516743,-0.014191776261028743,0.06043783856381779,-0.16887719298245607,253.72,276.71,228.3,0.2855951693308728,0.21633042231914948,-0.13860547206931806,0.053404821209946406,6
2015-07-06,224.95,225.48,221.86,222.7,-0.05982184320513373,-0.12226075989279528,-0.096808208622298,-0.18329177057356616,-0.03392330383480835,236.87,253.72,276.71,0.2877878957950221,0.2097816047360456,-0.18936725509633334,0.016255051638976094,0
2015-07-07,268.53,271.69,264.01,265.51,0.19223170184104177,0.12091020390931728,-0.29097123935161706,0.038852805383832845,0.11278290025146687,222.7,236.87,253.72,0.20945667359066722,0.21439167087431138,-0.03668326758274043,0.02892546420097174,1
2015-07-08,277.08,280.43,274.19,279.63,0.05318067116116154,0.2556353839245622,-0.2797496393983103,0.22381723488992944,-0.31463235294117653,265.51,222.7,236.87,0.2103628146400493,0.21116337607327437,0.03054574490955453,0.022315202231520257,2
2015-07-09,240.28,242.91,238.44,240.19,-0.1410435217966599,-0.09536363978757856,0.05208059570740242,0.06755855815814038,-0.3394477751498818,279.63,265.51,222.7,0.14017327287621478,0.21610097479311066,-0.10117727477977545,0.018610266872059616,3
2015-07-10,246.57,247.65,242.3,243.2,0.012531745701319652,-0.13027929764331436,-0.12110151422066417,-0.09426092138095421,0.12171947788386128,240.19,279.63,265.51,0.11068231059083952,0.21068572242181444,-0.09289947670146637,0.02199835526315787,4
2015-07-11,374.41,392.82,371.07,383.53,0.5770148026315789,0.5967775511053748,0.5116269903830994,0.38218970736629654,0.4044088029587316,243.2,240.19,279.63,0.24314922719022336,0.25915841016831404,0.4111348905091585,0.05671003572080412,5
2015-07-12,388.54,399.91,381.01,395.57,0.03139258988866578,0.6265213815789474,0.6699877569975092,0.6462876643915432,0.5182697474476086,383.53,243.2,240.19,0.23596410715917224,0.2537212765116217,0.4317237485341454,0.04777915413201212,6
2015-08-02,228.3,232.89,217.28,223.88,-0.4340319033293728,-0.416264698980523,0.005298607992815452,-0.09202254937745868,-0.047805375978223874,395.57,383.53,243.2,0.30822787829305587,0.2866866416956622,-0.18858970889550397,0.06972485259960687,6
2015-08-03,276.71,277.57,271.12,275.0,0.22833660889762375,-0.30480066739135925,0.03574253323791954,-0.2656287553075013,0.22549019607843124,223.88,395.57,383.53,0.31145363295668305,0.2577502764128792,-0.009370752301862018,0.023454545454545412,0
2015-08-04,253.71,254.96,243.06,244.58,-0.11061818181818173,0.09246024656065766,-0.12534420484211273,-0.3700288481351741,-0.09915285451197053,275.0,223.88,395.57,0.31699549106302927,0.2595985879217257,-0.11609517751821419,0.048654836863194065,1
2015-08-05,236.92,246.57,235.29,243.2,-0.005642325619429345,-0.11563636363636365,0.012531745701319652,0.06526500219010067,-0.13491978799843496,244.58,275.0,223.88,0.3093293799892835,0.23115583917211985,-0.11704801656503139,0.046381578947368426,2
2015-08-06,222.65,229.4,222.31,228.17,-0.06180098684210522,-0.06709461117016935,-0.06180098684210522,-0.17541830797585922,-0.03153650254668938,243.2,244.58,275.0,0.31180409396371084,0.22600459869455156,-0.1708697927265328,0.031073322522680476,3
2015-08-07,265.67,273.24,263.01,270.63,0.18608931936713868,0.1127878289473685,-0.2943707141553463,0.06664827368752957,0.12369207772795221,228.17,243.2,244.58,0.21919321391269955,0.22895772124844307,-0.02011332983326397,0.037800687285223435,4
2015-08-08,279.94,279.97,260.41,262.19,-0.031186490780770737,0.1490993557435245,-0.33718431630305634,0.10689407691982944,-0.31987029831387803,270.63,228.17,243.2,0.2178411855485364,0.22802408481890354,-0.03633071313756997,0.07460238758152486,5
2015-08-09,240.07,246.24,239.98,244.21,-0.06857622334947933,-0.09762406237298149,0.09080757548686802,0.09658733722496637,-0.37059278350515457,262.19,270.63,228.17,0.13283071856742606,0.22830469132515555,-0.086319675248957,0.02563367593464649,6
2015-08-10,243.2,244.76,242.06,242.9,-0.005364235698783859,-0.07357260002288413,-0.11672727272727268,-0.08515686791457944,0.08743340645565656,244.21,262.19,270.63,0.09580709259830511,0.22360067902634417,-0.0934289460784925,0.011115685467270434,0
2015-08-11,383.62,390.47,366.18,372.65,0.5341704405104981,0.5259407886654928,0.5236323493335513,0.33265386403461705,0.3666202141704562,242.9,244.21,262.19,0.2185827811746145,0.2631358091957962,0.37374891711057456,0.0651818059841675,1
2015-08-12,395.57,418.87,388.33,417.89,0.12140077821011674,0.72041992589543,0.718297697368421,0.7398309671510055,0.635065341576023,372.65,242.9,244.21,0.2157124434909631,0.257709431451134,0.5103984694455352,0.07308143291296758,2
2015-09-02,223.92,225.99,215.0,220.9,-0.4713919931082342,-0.40721856970347503,-0.031862208002804815,-0.09169407894736836,-0.03321808394240444,417.89,372.65,242.9,0.3034735184926951,0.29561213221066446,-0.20086051898845603,0.04975101856043462,2
2015-09-03,275.0,289.0,274.17,287.12,0.29977365323675875,-0.31292923975208786,0.06093189964157708,-0.25137538132610215,0.27614560647139874,220.9,417.89,372.65,0.31552961711540795,0.26411704087226734,0.03097620529515943,0.051650877681805464,3
2015-09-04,244.84,246.3,238.47,243.43,-0.1521663415993313,0.10199185151652324,-0.07155116518555238,-0.3846095507748313,-0.093404342482589,287.12,220.9,417.89,0.3241756549952582,0.2677811398251476,-0.12327185067445234,0.03216530419422426,4
2015-09-05,243.22,247.01,238.62,241.96,-0.006038696956003786,-0.15728615213151298,-0.009213381925392117,0.08075754868679663,-0.1280092258901543,243.43,287.12,220.9,0.32163826325482464,0.2368029997382373,-0.12483422150418355,0.0346751529178376,5
2015-09-06,228.17,230.79,226.67,228.7,-0.05480244668540257,-0.06051020827342568,-0.05846027171675594,-0.16836363636363638,-0.048193773930414574,241.96,243.43,287.12,0.32348567422849034,0.230819170969426,-0.17163892584713525,0.01801486663751642,6
2015-09-07,270.54,271.98,265.92,268.92,0.17586357673808495,0.11142337576458927,-0.2783577083053803,0.09951754027312121,0.09064363061199665,228.7,241.96,243.43,0.25260142549028863,0.23176942848069787,-0.02858168060811772,0.022534582775546638,0
2015-09-08,262.19,268.95,261.01,265.05,-0.01439089692101747,0.15894184521206833,-0.36574218095671107,0.08984375,-0.29219964216092076,268.92,228.7,241.96,0.24572688621970667,0.2318930447941061,-0.029778355326976147,0.029956611960007536,1
2015-09-09,244.04,244.22,237.01,238.35,-0.10073571024335037,-0.1136769299419903,0.07899502037120865,0.04461585659815048,-0.38607562332577794,265.05,268.92,228.7,0.16032946476342616,0.2333367932968888,-0.11125998364335565,0.03024963289280473,2
2015-09-10,242.9,244.95,242.16,244.48,0.02571848122508924,-0.07760799849085087,-0.14850933407634448,-0.09662639027454456,0.07087166009636436,238.35,265.05,268.92,0.1047621686622719,0.22895207032100282,-0.09023250275371386,0.011411976439790543,3
2015-09-11,372.86,386.79,360.54,377.9,0.5457297120418847,0.5854835326200964,0.5523969929753931,0.44132117929745607,0.36568971125004524,244.48,238.35,265.05,0.22217541300535984,0.26800268154728235,0.38882253280950807,0.06946282085207728,4
2015-09-12,416.67,424.95,400.0,416.98,0.10341360148187362,0.7055791884816756,0.7233427012729376,0.7074648867777733,0.643465237269431,377.9,244.48,238.35,0.21880389708771747,0.26562499402903156,0.5023978266430791,0.059835004076934116,5
2015-10-01,293.89,295.0,271.03,275.59,-0.33908101107966815,-0.27073299814765817,0.20502842151289902,0.1345821325648413,0.16346519187740105,416.98,377.9,244.48,0.2717150893530055,0.2871556456556737,-0.011632980713711105,0.08697703109691944,3
2015-10-02,220.91,222.0,215.0,220.42,-0.20018868609165785,-0.47138951508465643,-0.18035103376468853,-0.40850664162082384,-0.010237988325101033,275.59,416.98,377.9,0.2812244422292147,0.256934364208503,-0.20927735320882057,0.03175755376100173,4
2015-10-03,287.12,296.8,283.96,290.0,0.3156700843843572,0.05228781886135203,0.09413318241841151,-0.30603747397640524,0.09223758050544228,220.42,275.59,416.98,0.3045408491190054,0.2692252023131264,0.037292452087819505,0.044275862068965624,5
2015-10-04,243.75,243.94,231.0,235.99,-0.1862413793103448,0.07063787315125669,-0.009901405496119065,0.06831145314622011,-0.15606336945249077,290.0,220.42,275.59,0.31319001408436553,0.2391889485513881,-0.15147934100230354,0.05483283189965675,6
2015-10-05,241.83,244.99,238.02,239.13,0.013305648544429838,-0.1754137931034483,-0.021883180628272214,-0.16714265812203954,-0.004413172904783713,235.99,290.0,220.42,0.31330533586122494,0.2261859019487717,-0.14007997583463994,0.0291473257224104,0
2015-10-06,228.7,229.75,226.83,227.8,-0.04738008614561107,-0.03470486037543963,-0.3971950251389256,-0.06420736967506058,-0.06332236842105254,239.13,235.99,290.0,0.21830334810281246,0.2221399072577245,-0.17930809211347987,0.012818261633011358,1
2015-10-07,268.98,294.71,268.63,285.23,0.2521071115013169,0.19278216869485232,-0.31596239627799894,0.17883121177054062,-0.25630328787839274,227.8,239.13,235.99,0.24156056118682473,0.23067599487158919,0.03986962893829271,0.09143498229498995,2
2015-10-08,265.05,266.79,261.6,264.33,-0.07327419976860794,0.16035996488147486,-0.040857796001306235,0.15579361609094877,-0.33177440149657456,285.23,227.8,239.13,0.20206258378476033,0.23128074357179776,-0.020707421229552603,0.019634547724435358,3
2015-10-09,238.35,241.65,234.78,238.66,-0.09711345666401838,-0.16327174560880697,0.08275111151438175,-0.11252417075710253,0.06601750938002504,264.33,285.23,227.8,0.1873651485808114,0.22986771812794177,-0.11742082451962188,0.028785720271515984,4
2015-10-10,244.48,246.43,243.0,245.71,0.0295399312829967,-0.07044225021753103,-0.15272413793103445,-0.07296736464817954,-0.10650909090909089,238.66,264.33,285.23,0.13822653849292357,0.22974854435247635,-0.08805688927598043,0.013959545806031528,5
2015-10-11,378.02,381.44,323.63,336.8,0.37072158235318065,0.41121260370401425,0.427179117759227,0.41304803859869943,0.3770545424809877,245.71,238.66,264.33,0.1781512008876033,0.2451599315950077,0.2359194597378198,0.17164489311163897,6
2015-10-12,416.69,419.79,408.91,415.57,0.2338776722090261,0.6913027552806152,0.7378413415297118,0.6998118455497382,0.7087582236842105,336.8,245.71,238.66,0.18698093073171396,0.2497823767743119,0.49348440161674034,0.026180908150251453,0
2015-11-01,275.6,280.94,262.08,266.39,-0.35897682700868694,-0.2090558194774348,0.1694029850746268,-0.29507806297962424,0.1675066836130954,415.57,336.8,245.71,0.2523335780015996,0.2324965461189517,-0.04700520398574737,0.07079845339539778,6
2015-11-02,220.42,223.43,217.99,219.55,-0.17583242614212236,-0.47168948672907085,-0.23027030817235217,-0.4734759460885414,-0.18874478069689238,266.39,415.57,336.8,0.2472738315610746,0.23501499035318052,-0.2097590824014972,0.024777954907765874,0
2015-11-03,290.0,296.79,285.83,296.54,0.3506718287406059,0.11317992417132783,0.12185525668671748,0.07601872346601857,0.13101186162706435,219.55,266.39,415.57,0.2791054167142619,0.23500088525747914,0.06297533202296557,0.03695960072840101,1
2015-11-04,235.99,239.42,233.0,236.15,-0.2036487489040265,0.07560920063766785,-0.010517053548981803,0.07136376009436529,-0.0330043814749601,296.54,219.55,266.39,0.2911359479514925,0.2352638231948703,-0.15268224597510616,0.027186110522972633,2
2015-11-05,239.08,244.51,237.99,241.3,0.021808172771543566,-0.1862817832332906,-0.017947987464897674,-0.1679310344827586,-0.00658707286949356,236.15,296.54,219.55,0.2911756348508347,0.22048429685947524,-0.13403808127050798,0.027020306672192216,3
2015-11-06,227.88,229.57,227.25,229.03,-0.05084956485702452,-0.03015032818124075,-0.31998218527315914,-0.029492775117589742,-0.38540185160338114,241.3,236.15,296.54,0.25073341276905475,0.21412751386386408,-0.16370390475993424,0.010129677334846933,4
2015-11-07,284.78,298.05,283.88,291.64,0.27337030083395186,0.2086199751346871,-0.2982169068989581,0.21958767197758533,-0.30211299624303045,229.03,241.3,236.15,0.257900997390612,0.22462572508528955,0.081534114086941,0.04858729941023185,5
2015-11-08,264.11,271.5,264.07,271.15,-0.07025785214648195,0.18390603851023868,0.01786853860880666,0.1902985074626864,0.2274784970574919,291.64,229.03,241.3,0.2141163720972985,0.22537270377900573,-0.0006597156957053318,0.027401807117831484,6
2015-11-09,238.66,240.94,237.5,240.0,-0.11488106214272531,-0.17706761761075296,0.09314506946025958,-0.15857378256144172,-0.16411256617442183,271.15,291.64,229.03,0.20587015791075614,0.21955419553806002,-0.11031478792746596,0.014333333333333325,0
2015-11-10,245.71,248.5,244.53,248.05,0.0335416666666668,-0.08519269776876259,-0.1635192554124233,-0.06158967956720751,0.01897876186172609,240.0,271.15,291.64,0.15097834405787458,0.2183030978334307,-0.08099790425780218,0.016004837734327752,1
