datetime,open,high,low,close,ret_1,ret_2,ret_7,ret_14,ret_30,close_lag_1,close_lag_2,close_lag_3,std_7,std_14,mom_sma30,range_norm,dayofweek
2015-01-02,218.04,233.0,208.48,226.93,,,,,,,,,,,,0.10805094081875473,4
2015-01-03,253.45,260.25,245.0,258.34,0.13841272639139812,,,,,226.93,,,,,,0.059030734690717665,5
2015-01-04,244.24,246.83,239.32,246.69,-0.045095610435859634,0.08707530956682663,,,,258.34,226.93,,,,,0.030443066196440955,6
2015-01-05,236.47,239.23,230.51,231.0,-0.06360209169402897,-0.10582952697994885,,,,246.69,258.34,226.93,,,,0.03774891774891775,0
2015-01-06,228.91,231.2,220.65,223.51,-0.032424242424242466,-0.09396408447849536,,,,231.0,246.69,258.34,,,,0.04720146749586141,1
2015-01-07,262.58,265.25,253.81,257.62,0.15261062144870485,0.11523809523809536,,,,223.51,231.0,246.69,,,,0.044406490179333895,2
2015-01-08,284.33,285.16,276.66,280.19,0.08760965763527673,0.2535904433806093,,,,257.62,223.51,231.0,,,,0.030336557336093365,3
2015-01-09,230.25,231.67,226.17,227.96,-0.18640922231343016,-0.11513081282509119,0.004538844577623102,,,280.19,257.62,223.51,0.12357794414969822,,,0.024127039831549395,4
2015-01-10,235.87,239.44,235.01,237.15,0.04031409019126153,-0.15361005032299513,-0.0820236897112332,,,227.96,280.19,257.62,0.11117083036204957,,,0.018680160236137493,5
2015-01-11,310.9,329.85,303.01,325.78,0.37372970693653795,0.4291103702403929,0.3206048076533299,,,237.15,227.96,280.19,0.17905241698667737,,,0.0823868868561607,6
2015-01-12,376.7,379.0,354.56,363.06,0.11443305298053907,0.5309297912713473,0.5716883116883118,,,325.78,237.15,227.96,0.17222386723243951,,,0.06731669696468903,0
2015-02-02,226.93,241.98,221.79,238.47,-0.3431664187737564,-0.26800294677389647,0.06693212831640638,,,363.06,325.78,237.15,0.23441510385391154,,,0.0846647377028557,0
2015-02-03,257.52,277.0,255.61,274.93,0.15289134901664791,-0.24274224646064013,0.06719198819967387,,,238.47,363.06,325.78,0.23443876870415817,,,0.07780162223111332,1
2015-02-04,246.68,256.96,244.52,253.28,-0.07874731749899977,0.06210424791378366,-0.09604197151932614,,,274.93,238.47,363.06,0.23654467777044264,,,0.049115603284901964,2
2015-02-05,231.05,234.9,229.87,233.83,-0.0767924826279216,-0.149492598115884,0.02575013160203543,0.030405852024853575,,253.28,274.93,238.47,0.22467188621581793,0.1744728498147192,,0.021511354402771247,3
2015-02-06,223.5,226.38,221.34,225.18,-0.036992686994825275,-0.11094440934933669,-0.050474383301707726,-0.12835797785863579,,233.83,253.28,274.93,0.22575384205541224,0.1713297410896203,,0.02238209432454033,4
2015-02-07,257.52,260.77,253.19,254.54,0.13038458122390972,0.08856861822691697,-0.21867517956903426,0.03182131420000811,,225.18,233.83,253.28,0.17415535612278996,0.1738488473865493,,0.029779209554490392,5
2015-02-08,280.5,282.9,276.57,282.32,0.10913805295827772,0.2537525535127454,-0.2223874841623974,0.22216450216450223,,254.54,225.18,233.83,0.17348580876460493,0.1738408930886619,,0.02242136582601298,6
2015-02-09,227.97,230.77,226.0,229.18,-0.18822612638141112,-0.09963070637227933,-0.03895668218224513,0.025367992483557922,,282.32,254.54,225.18,0.12984822574039942,0.18283279241867287,,0.020813334496902043,0
2015-02-10,237.15,239.06,235.0,237.77,0.037481455624400084,-0.15779965996032863,-0.13516167751791364,-0.07705147115907152,,229.18,282.32,254.54,0.11377903642058262,0.17885413360222288,,0.017075324893804946,1
2015-02-11,325.78,369.02,320.0,361.26,0.5193674559448205,0.5763155598219738,0.4263265950726469,0.2893393768514223,,237.77,229.18,282.32,0.22650979943249852,0.2246774554766742,,0.13569174555721636,2
2015-02-12,363.06,363.06,348.64,358.89,-0.00656037203122406,0.5093998401816882,0.5348329983321214,0.5743551500263202,,361.26,237.77,229.18,0.22036388428377268,0.21566454215561012,,0.04017944216890974,3
2015-03-02,238.38,244.39,223.79,227.99,-0.3647357128925297,-0.368903282954105,0.01247890576427757,-0.03862534261016237,,358.89,361.26,237.77,0.2770526354738622,0.24298984002593932,,0.09035484012456683,0
2015-03-03,275.88,284.95,265.89,281.0,0.2325101978156936,-0.21703028783192624,0.10395222754773314,-0.13745472404690273,,227.99,358.89,361.26,0.28554302485558497,0.22995637053926732,,0.06782918149466192,1
2015-03-04,253.22,256.67,251.23,254.19,-0.0954092526690391,0.11491732093512863,-0.09963870784924911,-0.2998677904478598,,281.0,227.99,358.89,0.28874268911191636,0.22977026563553882,,0.021401313977733295,2
2015-03-05,233.83,242.25,232.31,239.0,-0.05975844840473665,-0.14946619217081847,0.042848416092154507,0.0022225017821948523,,254.19,281.0,227.99,0.2772135640950784,0.208798064143772,,0.041589958158995806,3
2015-03-06,225.17,226.99,222.57,224.27,-0.061631799163179846,-0.11770722687753254,-0.05677755814442531,-0.18426508565816757,,239.0,254.19,281.0,0.2797377106581539,0.20611902732248305,,0.019708387211842936,4
2015-03-07,254.54,256.44,252.4,255.92,0.1411245373879697,0.07079497907949794,-0.29159054420638875,0.010423246999368141,,224.27,239.0,254.19,0.19015532618652006,0.20767617022893683,,0.01578618318224442,5
2015-03-08,282.31,285.8,279.52,280.43,0.09577211628633964,0.2504124492798858,-0.21861851820892186,0.19929008253859637,,255.92,224.27,239.0,0.19615382231421713,0.20660816912552346,,0.02239418036586681,6
2015-03-09,229.18,229.96,226.5,227.28,-0.1895303640837286,-0.1119099718662081,-0.0031141716741962533,0.009325872635225219,,280.43,255.92,224.27,0.14998626271088264,0.21441892268750196,-0.12785432516922568,0.015223512847588912,0
2015-03-10,237.77,239.86,236.3,238.95,0.05134635691657863,-0.14791570088792216,-0.14964412811387906,-0.061247741023021884,0.05296787555633897,227.28,280.43,255.92,0.11699504602167789,0.21235995928163948,-0.08448042012878698,0.014898514333542593,1
2015-03-11,361.73,420.77,360.4,404.06,0.6909813768570832,0.7778071101724744,0.5895983319564106,0.4312128081609521,0.5640628628938609,238.95,227.28,280.43,0.285384879854887,0.27863127803887033,0.5198415186127863,0.14940850368757116,2
2015-03-12,359.11,370.53,356.21,361.42,-0.10552888184923026,0.5125340029294834,0.5122175732217573,0.5770137010210314,0.4650776277919657,404.06,238.95,227.28,0.29002090765910393,0.273860640870659,0.3401759857016253,0.03962149299983397,3
2015-04-02,227.75,231.0,220.02,227.0,-0.3719218637596149,-0.4382022471910112,0.012172827395549923,-0.045295874164108185,-0.017316017316017285,361.42,404.06,238.95,0.3368075961029741,0.29764842441574546,-0.1578483953982165,0.04837004405286339,3
2015-04-03,281.03,283.88,264.94,270.78,0.1928634361233479,-0.250788556250346,0.058065020318849525,-0.2504567347616675,0.21148941881794991,227.0,361.42,404.06,0.3398328375685232,0.2680086352806782,-0.0012663363536891126,0.06994608168993278,4
2015-04-04,254.19,255.85,250.76,253.7,-0.06307703670876719,0.11762114537444934,-0.09531790464643586,-0.29309816378277465,-0.015216209921590007,270.78,227.0,361.42,0.341720972995275,0.2687130153394825,-0.06381230488401901,0.02006306661411117,5
2015-04-05,239.73,242.2,236.07,238.34,-0.06054394954670861,-0.11980205332742433,0.0486624428018303,0.04539672792666338,-0.149362932295942,253.7,270.78,227.0,0.33127192890719,0.24786305905930392,-0.11594190355257772,0.025719560292019786,6
2015-04-06,224.8,225.98,222.0,222.99,-0.06440379290089782,-0.12104848245959787,-0.06679221594475826,-0.20644128113879,-0.021802070538690987,238.34,253.7,270.78,0.33393955366470907,0.24167790189671512,-0.1723700228629116,0.01784833400600919,0
2015-04-07,256.06,261.28,254.05,260.2,0.1668684694380913,0.0917177141898129,-0.3560362322427363,0.02364373106731188,0.0971958675943494,222.99,238.34,253.7,0.18838859389013377,0.24327539285770022,-0.03701081049739641,0.027786318216756194,1
2015-04-08,280.41,285.88,280.41,285.0,0.09531129900076873,0.2780842190232746,-0.21144374965414203,0.19246861924686187,-0.12517649947817533,260.2,222.99,238.34,0.19264454918736373,0.24260473441980374,0.06010615940276964,0.019192982456140248,2
2015-04-09,227.24,231.4,226.33,230.52,-0.19115789473684208,-0.11406610299769404,0.015506607929515415,0.027868194586881945,-0.3650636258469674,285.0,260.2,222.99,0.14238269399227813,0.24903881845543713,-0.12821501911709643,0.021993753253513763,3
2015-04-10,239.06,239.98,237.62,238.6,0.03505118861703971,-0.16280701754385962,-0.11884186424403564,-0.06767739918724602,0.0005451419465760665,230.52,285.0,260.2,0.1193956634640513,0.24692791937206554,-0.09767270655328109,0.009891031014249728,4
2015-04-11,404.55,502.0,368.11,408.0,0.7099748533109809,0.7699115044247786,0.6081986598344502,0.4549085333238241,0.48401411268322847,238.6,230.52,285.0,0.2939233508767778,0.3083272262282309,0.5175014784481315,0.3281617647058823,5
2015-04-12,361.48,364.3,355.92,363.62,-0.10877450980392156,0.5239731768650462,0.5256356465553411,0.5998768039422739,0.43564434617814274,408.0,238.6,230.52,0.2988040327408168,0.30394314917266707,0.3341845814024311,0.02304603707166821,6
2015-05-02,226.93,229.0,210.43,216.81,-0.403745668555085,-0.4686029411764706,-0.02771424727566263,-0.09265536723163836,-0.07278792284993374,363.62,408.0,238.6,0.3512939674410504,0.3293415878828624,-0.20282723449941842,0.08565103085651028,5
2015-05-03,270.72,280.5,262.2,273.09,0.25958212259582103,-0.24896870359166168,0.04953881629515755,-0.32413502945107164,0.21276312283506504,216.81,363.62,408.0,0.3584025191003837,0.27995254411624343,-0.0017570109855832294,0.06701087553553778,6
2015-05-04,253.5,261.0,251.65,260.54,-0.045955545790764774,0.20169733868364004,-0.08582456140350869,-0.2791212439820707,0.023571933684293445,273.09,216.81,363.62,0.3598342296630702,0.2785686546815893,-0.048327553962440484,0.035887003914945856,0
2015-05-05,238.22,238.78,229.66,235.12,-0.0975665924618101,-0.13903841224504732,0.019954884608710755,0.035770925110132135,-0.16718617172003392,260.54,273.09,216.81,0.3516135399658018,0.2585077728023315,-0.13621490291357252,0.03878870364069413,1
2015-05-06,222.99,225.9,219.03,224.4,-0.045593739367131625,-0.1387119060412989,-0.059513830678960544,-0.17128296033680468,-0.02085696832184314,235.12,260.54,273.09,0.3534932940760728,0.25480318701387855,-0.17511524125306022,0.030614973262032105,2
2015-05-07,260.34,274.74,258.75,271.5,0.2098930481283423,0.15472949982987405,-0.3345588235294118,0.0701616081986598,0.1418597804601085,224.4,235.12,260.54,0.22071495915100017,0.2589212346846523,-0.006085514474299281,0.058895027624309426,3
2015-05-08,285.0,285.86,280.63,281.13,0.035469613259668575,0.25280748663101593,-0.22685770859688692,0.17953343962406643,-0.22180700880252446,271.5,224.4,235.12,0.2192078069325318,0.2575269684443017,0.03933089661529521,0.01860349304592188,4
2015-05-09,230.72,237.22,229.23,235.6,-0.16195354462348377,-0.1322283609576428,0.08666574419999074,0.05654962105924022,-0.3435314441750954,281.13,271.5,224.4,0.15771939068698512,0.2618421205095042,-0.11555474913814134,0.03391341256366727,5
2015-05-10,238.6,240.85,236.1,240.84,0.022241086587436287,-0.14331448084516063,-0.11809293639459506,-0.07440430438124512,0.05636212114566419,235.6,281.13,271.5,0.11884971316779419,0.2589776916587566,-0.09733518233949257,0.01972263743564192,6
2015-05-11,407.99,448.79,364.37,385.5,0.6006477329347284,0.6362478777589136,0.4796192523221001,0.3526315789473684,0.37188612099644125,240.84,235.6,281.13,0.2579111948909971,0.30163354233638706,0.42622829518547745,0.21898832684824907,0
2015-05-12,363.62,389.89,363.0,388.0,0.006485084306095956,0.6110280684271716,0.6502211636611093,0.6831511365608189,0.5264172469412645,385.5,240.84,235.6,0.24877824730514442,0.2935705496680276,0.4121740565185059,0.06930412371134018,1
2015-06-02,216.46,225.86,210.59,223.37,-0.4243041237113402,-0.42057068741893644,-0.004590017825311987,-0.06383067896060346,-0.06539748953974889,388.0,385.5,240.84,0.31649169669738975,0.3223444414451672,-0.18547267648638988,0.06836191073107405,1
2015-06-03,273.46,276.46,269.0,272.68,0.22075480145050808,-0.29721649484536083,0.004346224677716393,-0.33166666666666667,0.21585588799215238,223.37,388.0,385.5,0.3174816130915161,0.2656249729784991,-0.011478613092554935,0.02735807539973588,2
