datetime;open;high;low;close
2015-03-02 0:00;257.52;277;255.61;274.93
2015-03-03 0:00;275.88;284.95;265.89;281
2015-03-04 0:00;281.03;283.88;264.94;270.78
2015-03-05 0:00;270.72;280.5;262.2;273.09
2015-03-06 0:00;273.46;276.46;269;272.68
2015-03-07 0:00;272.61;279.48;270;276.71
2015-03-08 0:00;276.71;277.57;271.12;275
2015-03-09 0:00;275;289;274.17;287.12
2015-03-10 0:00;287.12;296.8;283.96;290
2015-03-11 0:00;290;296.79;285.83;296.54
2015-03-12 0:00;296.29;297.95;289;295.31
2015-03-13 0:00;295.66;295.66;282.99;283.25
2015-03-14 0:00;283.25;287.69;280.46;282.01
2015-03-15 0:00;282.36;287.75;281.42;286.75
2015-03-16 0:00;286.73;294.26;285.78;289.27
2015-03-17 0:00;289.27;292.99;281.9;282.8
2015-03-18 0:00;282.8;284;249.02;256.45
2015-03-19 0:00;256.59;265.95;249;261.81
2015-03-20 0:00;261.97;265.27;257;261.96
2015-03-21 0:00;261.92;262.49;256.25;260
2015-03-22 0:00;260;272;259.24;267.74
2015-03-23 0:00;268.28;270.07;259.5;265.94
2015-03-24 0:00;265.98;266.52;241.84;245
2015-03-25 0:00;245.29;250;236.4;246.94
2015-03-26 0:00;246.99;253.75;244.91;249.23
2015-03-27 0:00;249.23;250.52;245.12;247.94
2015-03-28 0:00;247.93;253.83;247.25;252.87
2015-03-29 0:00;252.91;252.96;239.96;242
2015-03-30 0:00;242;248.86;236.52;247.95
2015-03-31 0:00;247.95;248.59;238.55;244.24
2015-04-01 0:00;244.24;246.83;239.32;246.69
2015-04-02 0:00;246.68;256.96;244.52;253.28
2015-04-03 0:00;253.22;256.67;251.23;254.19
2015-04-04 0:00;254.19;255.85;250.76;253.7
2015-04-05 0:00;253.5;261;251.65;260.54
2015-04-06 0:00;260.54;262.98;254;255.58
2015-04-07 0:00;255.54;256.62;251.5;253.72
2015-04-08 0:00;253.71;254.96;243.06;244.58
2015-04-09 0:00;244.84;246.3;238.47;243.43
2015-04-10 0:00;243.75;243.94;231;235.99
2015-04-11 0:00;235.99;239.42;233;236.15
2015-04-12 0:00;236.09;237.5;233.42;236.5
2015-04-13 0:00;236.42;236.9;219.64;223.15
2015-04-14 0:00;222.97;224.79;210;215.8
2015-04-15 0:00;215.78;222.88;214.05;222.88
2015-04-16 0:00;222.83;229.67;222.44;227.5
2015-04-17 0:00;227.49;228.29;220;222.6
2015-04-18 0:00;222.6;224.72;220.32;223.4
2015-04-19 0:00;223.35;227.35;221.91;222.54
2015-04-20 0:00;222.54;226.51;221.43;224.3
2015-04-21 0:00;224.3;236;223.91;235.74
2015-04-22 0:00;235.71;238.64;229.1;233.45
2015-04-23 0:00;233.25;236.22;232.01;235.98
2015-04-24 0:00;235.61;236;228;230.24
2015-04-25 0:00;231.04;232.29;225.7;226.12
2015-04-26 0:00;226.12;227.26;214.98;219.52
2015-04-27 0:00;219.52;229.93;217.52;227.23
2015-04-28 0:00;227.17;227.56;221.45;225.16
2015-04-29 0:00;225.18;226.99;221.81;225.48
2015-04-30 0:00;225.47;240;224.6;236.2
2015-05-01 0:00;236.47;239.23;230.51;231
2015-05-02 0:00;231.05;234.9;229.87;233.83
2015-05-03 0:00;233.83;242.25;232.31;239
2015-05-04 0:00;239.73;242.2;236.07;238.34
2015-05-05 0:00;238.22;238.78;229.66;235.12
2015-05-06 0:00;235.18;235.94;227.01;228.49
2015-05-07 0:00;228.34;240;227.35;236.87
2015-05-08 0:00;236.92;246.57;235.29;243.2
2015-05-09 0:00;243.22;247.01;238.62;241.96
2015-05-10 0:00;241.83;244.99;238.02;239.13
2015-05-11 0:00;239.08;244.51;237.99;241.3
2015-05-12 0:00;241.3;242;237.54;241.03
2015-05-13 0:00;241.03;244.14;235.06;235.97
2015-05-14 0:00;235.97;239.7;232.22;237.13
2015-05-15 0:00;237.13;239.28;235.12;237.37
2015-05-16 0:00;237.38;237.4;234;235.66
2015-05-17 0:00;235.66;237;234.15;235.97
2015-05-18 0:00;235.69;236.94;231.44;232.87
2015-05-19 0:00;233.03;234.24;230.86;231.4
2015-05-20 0:00;231.4;234.86;231;234.43
2015-05-21 0:00;234.4;236.52;233.75;235
2015-05-22 0:00;235;240.9;232.92;238.99
2015-05-23 0:00;238.99;240.67;237.4;237.76
2015-05-24 0:00;238;241.64;237.66;239.22
2015-05-25 0:00;239.55;240.1;233.1;235.59
2015-05-26 0:00;235.72;237.96;234;235.71
2015-05-27 0:00;235.71;237.35;234;235.17
2015-05-28 0:00;235.32;236.8;234.87;236.46
2015-05-29 0:00;236.46;236.52;234;236.03
2015-05-30 0:00;236.03;236.03;231;232.11
2015-05-31 0:00;232.11;232.51;228;228.91
2015-06-01 0:00;228.91;231.2;220.65;223.51
2015-06-02 0:00;223.5;226.38;221.34;225.18
2015-06-03 0:00;225.17;226.99;222.57;224.27
2015-06-04 0:00;224.8;225.98;222;222.99
2015-06-05 0:00;222.99;225.9;219.03;224.4
2015-06-06 0:00;224.3;225.26;223.07;224.99
2015-06-07 0:00;224.95;225.48;221.86;222.7
2015-06-08 0:00;222.65;229.4;222.31;228.17
2015-06-09 0:00;228.17;230.79;226.67;228.7
2015-06-10 0:00;228.7;229.75;226.83;227.8
2015-06-11 0:00;227.88;229.57;227.25;229.03
2015-06-12 0:00;229.14;230.7;228.29;229.4
2015-06-13 0:00;229.4;232.04;228.06;231.64
2015-06-14 0:00;231.64;234;230.94;232.09
2015-06-15 0:00;232.08;237.09;231.55;235.92
2015-06-16 0:00;236;252.05;234.35;250.09
2015-06-17 0:00;250.17;257.39;243.2;247.76
2015-06-18 0:00;247.76;251.58;240;248.4
2015-06-19 0:00;248.39;249.93;242.14;243.7
2015-06-20 0:00;243.75;245.56;239.93;244.76
2015-06-21 0:00;244.65;245;241.06;243.64
2015-06-22 0:00;243.6;247.99;242.64;246
2015-06-23 0:00;245.99;247.25;242.14;243.74
2015-06-24 0:00;243.85;243.99;238.2;240.19
2015-06-25 0:00;240.19;242.9;239.18;241.98
2015-06-26 0:00;242.08;243.44;240;242.98
2015-06-27 0:00;242.98;252;242.36;251.21
2015-06-28 0:00;251.28;251.28;247.04;248.62
2015-06-29 0:00;248.62;256.94;248.3;256.04
2015-06-30 0:00;256.04;268;255;262.5
2015-07-01 0:00;262.58;265.25;253.81;257.62
2015-07-02 0:00;257.52;260.77;253.19;254.54
2015-07-03 0:00;254.54;256.44;252.4;255.92
2015-07-04 0:00;256.06;261.28;254.05;260.2
2015-07-05 0:00;260.34;274.74;258.75;271.5
2015-07-06 0:00;271.39;278.54;267.13;268.51
2015-07-07 0:00;268.53;271.69;264.01;265.51
2015-07-08 0:00;265.67;273.24;263.01;270.63
2015-07-09 0:00;270.54;271.98;265.92;268.92
2015-07-10 0:00;268.98;294.71;268.63;285.23
2015-07-11 0:00;284.78;298.05;283.88;291.64
2015-07-12 0:00;291.64;317.99;291.64;310.55
2015-07-13 0:00;310.55;310.73;281;292.68
2015-07-14 0:00;292.54;297.13;286.02;287.55
2015-07-15 0:00;287.49;293.7;284.29;285.67
2015-07-16 0:00;285.67;292.4;274.92;277.89
2015-07-17 0:00;277.89;280.73;272.31;279.43
2015-07-18 0:00;279.43;283;276.73;276.79
2015-07-19 0:00;276.74;278.1;275.01;275.47
2015-07-20 0:00;275.36;279.35;274.62;278.96
2015-07-21 0:00;278.95;281.07;276.28;276.76
2015-07-22 0:00;276.49;277.97;275;277.68
2015-07-23 0:00;277.5;278.55;275.79;276.61
2015-07-24 0:00;276.61;290.53;275.9;289.01
2015-07-25 0:00;289;292;286.5;288.78
2015-07-26 0:00;288.98;294;287.41;293.19
2015-07-27 0:00;292.85;297.44;286.43;294.29
2015-07-28 0:00;294.03;297;292.19;294.01
2015-07-29 0:00;294.01;294.57;287.27;289.85
2015-07-30 0:00;289.85;290.08;284.53;288.01
2015-07-31 0:00;288;289;281.8;284.33
2015-08-01 0:00;284.33;285.16;276.66;280.19
2015-08-02 0:00;280.5;282.9;276.57;282.32
2015-08-03 0:00;282.31;285.8;279.52;280.43
2015-08-04 0:00;280.41;285.88;280.41;285
2015-08-05 0:00;285;285.86;280.63;281.13
2015-08-06 0:00;281.13;281.65;276.6;277.48
2015-08-07 0:00;277.08;280.43;274.19;279.63
2015-08-08 0:00;279.94;279.97;260.41;262.19
2015-08-09 0:00;262.19;268.95;261.01;265.05
2015-08-10 0:00;265.05;266.79;261.6;264.33
2015-08-11 0:00;264.11;271.5;264.07;271.15
2015-08-12 0:00;271.15;271.16;265.71;267.73
2015-08-13 0:00;267.53;267.88;262.32;264.48
2015-08-14 0:00;264.48;266.99;262;265.4
2015-08-15 0:00;265.57;266.5;260.45;261.46
2015-08-16 0:00;261.46;262.2;254.01;256.11
2015-08-17 0:00;256.11;259.12;254.63;256.47
2015-08-18 0:00;256.47;256.99;221.11;224.8
2015-08-19 0:00;224;237.66;222.01;226.92
2015-08-20 0:00;226.92;236.66;226.4;235.54
2015-08-21 0:00;235.15;236.66;231.77;233.49
2015-08-22 0:00;233.49;235.2;223.01;231
2015-08-23 0:00;231;234.03;225.85;228.89
2015-08-24 0:00;228.89;228.99;207.73;209.72
2015-08-25 0:00;209.84;228.04;198.12;222.38
2015-08-26 0:00;222.38;231.09;219.77;225.8
2015-08-27 0:00;225.8;228.89;223.17;225.09
2015-08-28 0:00;225.09;235.93;220.29;231.65
2015-08-29 0:00;231.76;233.9;226.67;230.54
2015-08-30 0:00;230.41;232.75;225.04;229
2015-08-31 0:00;229.04;232.49;224.39;229.86
2015-09-01 0:00;230.25;231.67;226.17;227.96
2015-09-02 0:00;227.97;230.77;226;229.18
2015-09-03 0:00;229.18;229.96;226.5;227.28
2015-09-04 0:00;227.24;231.4;226.33;230.52
2015-09-05 0:00;230.72;237.22;229.23;235.6
2015-09-06 0:00;235.6;244.2;235.02;240.28
2015-09-07 0:00;240.28;242.91;238.44;240.19
2015-09-08 0:00;240.07;246.24;239.98;244.21
2015-09-09 0:00;244.04;244.22;237.01;238.35
2015-09-10 0:00;238.35;241.65;234.78;238.66
2015-09-11 0:00;238.66;240.94;237.5;240
2015-09-12 0:00;240;240;233.02;234.79
2015-09-13 0:00;234.79;236.09;228;229.66
2015-09-14 0:00;229.83;232.92;223.99;229.71
2015-09-15 0:00;229.84;231.21;226.5;230.03
2015-09-16 0:00;229.99;230.5;223;228.34
2015-09-17 0:00;228.34;235;227;232.17
2015-09-18 0:00;232.2;234.4;230.83;233.12
2015-09-19 0:00;233.12;233.76;229.89;230
2015-09-20 0:00;230;231.7;229;230.16
2015-09-21 0:00;230.1;230.16;225;226.15
2015-09-22 0:00;226.15;231.96;223.12;230.42
2015-09-23 0:00;230.08;231.5;228;229.42
2015-09-24 0:00;229.42;235.52;228.89;233.86
2015-09-25 0:00;233.88;237.25;232.56;235.22
2015-09-26 0:00;235.14;235.67;233;233.81
2015-09-27 0:00;233.81;234.61;231.16;232.41
2015-09-28 0:00;232.37;239.68;231.69;239.14
2015-09-29 0:00;239.14;240.56;235.09;236.94
2015-09-30 0:00;236.78;238.27;234.67;236.2
2015-10-01 0:00;235.87;239.44;235.01;237.15
2015-10-02 0:00;237.15;239.06;235;237.77
2015-10-03 0:00;237.77;239.86;236.3;238.95
2015-10-04 0:00;239.06;239.98;237.62;238.6
2015-10-05 0:00;238.6;240.85;236.1;240.84
2015-10-06 0:00;240.81;248.19;239.52;246.57
2015-10-07 0:00;246.57;247.65;242.3;243.2
2015-10-08 0:00;243.2;244.76;242.06;242.9
2015-10-09 0:00;242.9;244.95;242.16;244.48
2015-10-10 0:00;244.48;246.43;243;245.71
2015-10-11 0:00;245.71;248.5;244.53;248.05
2015-10-12 0:00;248.05;248.47;245.01;245.81
2015-10-13 0:00;245.81;250.89;242.82;249.73
2015-10-14 0:00;249.98;255.93;248.06;252.47
2015-10-15 0:00;252.47;256.5;250.3;254.49
2015-10-16 0:00;254.49;267;253.69;263.09
2015-10-17 0:00;263.09;273;260.8;270.07
2015-10-18 0:00;270.04;271.17;260;261.05
2015-10-19 0:00;261.05;266.01;259.82;263.66
2015-10-20 0:00;264.28;272.95;262.67;270.64
2015-10-21 0:00;270.3;272.69;264;267.89
2015-10-22 0:00;267.9;280.04;267.39;275.21
2015-10-23 0:00;275.21;280.19;273.46;278.6
2015-10-24 0:00;278.6;284;278.22;282.84
2015-10-25 0:00;283.03;296;282.2;283.96
2015-10-26 0:00;283.96;286.99;279.25;286.9
2015-10-27 0:00;286.69;300;286.15;295.54
2015-10-28 0:00;295.8;308.48;294.4;305.67
2015-10-29 0:00;305.67;319.6;301.7;314.82
2015-10-30 0:00;314.95;334.05;313.5;328.65
2015-10-31 0:00;328.28;334.67;302.99;310.18
2015-11-01 0:00;310.9;329.85;303.01;325.78
2015-11-02 0:00;325.78;369.02;320;361.26
2015-11-03 0:00;361.73;420.77;360.4;404.06
2015-11-04 0:00;404.55;502;368.11;408
2015-11-05 0:00;407.99;448.79;364.37;385.5
2015-11-06 0:00;387.77;396.67;353.26;374.47
2015-11-07 0:00;374.41;392.82;371.07;383.53
2015-11-08 0:00;383.62;390.47;366.18;372.65
2015-11-09 0:00;372.86;386.79;360.54;377.9
2015-11-10 0:00;378.02;381.44;323.63;336.8
2015-11-11 0:00;335.02;341.41;294;309.91
2015-11-12 0:00;309.95;344.78;308.42;337.17
2015-11-13 0:00;337;342;325;336.99
2015-11-14 0:00;336.98;356.1;325.45;333
2015-11-15 0:00;333;334.99;314.6;319.28
2015-11-16 0:00;319.29;332.25;315;330.83
2015-11-17 0:00;330.82;350.44;329;336.08
2015-11-18 0:00;336;337.89;330.28;335.65
2015-11-19 0:00;335.68;336.48;324.92;326.02
2015-11-20 0:00;326.51;327.73;310;322.04
2015-11-21 0:00;322.04;328.94;318.52;326.5
2015-11-22 0:00;326.5;326.6;320.13;324.2
2015-11-23 0:00;324.2;326.09;320.39;323.48
2015-11-24 0:00;323.48;323.5;317;319.7
2015-11-25 0:00;319.7;330.84;316;328.9
2015-11-26 0:00;328.9;369.7;328.53;353.21
2015-11-27 0:00;353.9;364.8;347.84;357.14
2015-11-28 0:00;357.42;359.44;350.41;356.95
2015-11-29 0:00;356.78;373.15;354.45;371.48
2015-11-30 0:00;371.2;383;367.11;376.71
2015-12-01 0:00;376.7;379;354.56;363.06
2015-12-02 0:00;363.06;363.06;348.64;358.89
2015-12-03 0:00;359.11;370.53;356.21;361.42
2015-12-04 0:00;361.48;364.3;355.92;363.62
2015-12-05 0:00;363.62;389.89;363;388
2015-12-06 0:00;388;399.85;383;388.24
2015-12-07 0:00;388.54;399.91;381.01;395.57
2015-12-08 0:00;395.57;418.87;388.33;417.89
2015-12-09 0:00;416.67;424.95;400;416.98
2015-12-10 0:00;416.69;419.79;408.91;415.57
2015-12-11 0:00;415.57;454.48;415.13;453.04
2015-12-12 0:00;453.12;467.8;403;436.19
2015-12-13 0:00;436.08;442.97;422.03;433.07
2015-12-14 0:00;433.13;448.12;428.42;443.36
2015-12-15 0:00;443.36;464.99;442.94;464.53
2015-12-16 0:00;464.53;465;436.89;455.87
2015-12-17 0:00;455.61;458.84;448.75;456.17
2015-12-18 0:00;455.87;466.64;453.5;462.46
2015-12-19 0:00;463;465.9;452.03;461.8
2015-12-20 0:00;461.89;462;433.83;442.54
2015-12-21 0:00;442.54;450;425.52;438.07
2015-12-22 0:00;438.14;443.58;433.06;435.48
2015-12-23 0:00;435.65;445.52;434.43;442.56
2015-12-24 0:00;442.5;459.54;442.5;455
2015-12-25 0:00;455;458.33;448;455.51
2015-12-26 0:00;455.51;457.45;407.25;417.39
2015-12-27 0:00;417.11;425.42;410.5;421.76
2015-12-28 0:00;421.78;429.86;417.01;421.46
2015-12-29 0:00;420.81;433.33;418.55;431.82
2015-12-30 0:00;431.7;434.97;420.75;425.84
2015-12-31 0:00;426.09;433.89;419.99;430.89
2016-01-01 0:00;429.77;436;427.2;433.82
2016-01-02 0:00;434.87;435.99;430.42;433.55
2016-01-03 0:00;433.2;434.09;424.06;431.04
2016-01-04 0:00;431.54;435.86;428.44;434.17
2016-01-05 0:00;433.31;435.39;429.5;432.43
2016-01-06 0:00;432.45;432.67;426.54;429.56
2016-01-07 0:00;429.99;459.16;429.25;457
2016-01-08 0:00;456.87;465;444.51;452.7
2016-01-09 0:00;452.02;454;446.68;448.84
2016-01-10 0:00;448.84;449.89;440.8;448.79
2016-01-11 0:00;448.2;451.13;438;448
2016-01-12 0:00;448;448;434.35;434.85
2016-01-13 0:00;434.78;438.35;424.5;432.64
2016-01-14 0:00;432.64;434;427;429.55
2016-01-15 0:00;429.55;429.8;360;360
2016-01-16 0:00;360.62;392.07;352;386.91
2016-01-17 0:00;387.8;391.14;376;380.16
2016-01-18 0:00;380.16;388.5;373.63;385.49
2016-01-19 0:00;385.49;386.92;375.59;376.76
2016-01-20 0:00;376.9;422.98;372.53;416.32
2016-01-21 0:00;418.9;421.25;404.59;409.59
2016-01-22 0:00;409.42;410.07;374.45;382.55
2016-01-23 0:00;382.85;395;381.05;386.4
2016-01-24 0:00;386.37;405.97;385.36;402.16
2016-01-25 0:00;402.16;402.31;385.5;390.9
2016-01-26 0:00;390.1;397.7;386.2;391.77
2016-01-27 0:00;391.77;397;390.31;394.95
2016-01-28 0:00;394.62;395.56;376;379.75
2016-01-29 0:00;379.55;383.99;363.73;378.22
2016-01-30 0:00;378.12;380.42;372.95;375.64
2016-01-31 0:00;376.38;379.3;364.7;368.49
2016-02-01 0:00;368.49;378.2;366.53;371.81
2016-02-02 0:00;371.85;375;369.73;373.05
2016-02-03 0:00;373.05;374;365;368.38
2016-02-04 0:00;368.4;391.88;367.95;387.82
2016-02-05 0:00;388;389.5;382.99;385
2016-02-06 0:00;385.56;385.56;371.35;375.39
2016-02-07 0:00;375.39;380;373.04;375
2016-02-08 0:00;375;378.99;369.99;370.91
2016-02-09 0:00;370.95;377;369.12;373.2
2016-02-10 0:00;373.2;383.85;372.12;379.66
2016-02-11 0:00;379.34;380.5;373.54;377.98
2016-02-12 0:00;377.98;383.48;377.07;383.27
2016-02-13 0:00;383;390.99;382;390.99
2016-02-14 0:00;390.99;406.71;390.59;405
2016-02-15 0:00;405.5;409.71;393.4;399.28
2016-02-16 0:00;399.28;407.8;396;407.51
2016-02-17 0:00;407.48;421.11;404;415.54
2016-02-18 0:00;415.59;424.9;413.4;421.18
2016-02-19 0:00;421.15;422;414;419.54
2016-02-20 0:00;419.98;443.96;419.5;434.63
2016-02-21 0:00;434.63;447.99;426;438.5
2016-02-22 0:00;438.33;439.5;431.15;438.27
2016-02-23 0:00;438.26;440;414;419.1
2016-02-24 0:00;419.1;424.28;409.07;423.78
2016-02-25 0:00;423.79;426.75;415.79;423.51
2016-02-26 0:00;423.38;432;418.01;432
2016-02-27 0:00;432;435;428.22;431.07
2016-02-28 0:00;431.07;435;422.29;431.68
2016-02-29 0:00;430.26;440.99;428.12;435.23
2016-03-01 0:00;436.75;437.5;427.01;432.5
2016-03-02 0:00;433.33;434.5;421.31;423.45
