datetime,sentiment_mean_BTC,sentiment_mean_MACRO,sentiment_mean_TECH,sentiment_count_BTC,sentiment_count_MACRO,sentiment_count_TECH,sentiment_std_BTC,sentiment_std_MACRO,sentiment_std_TECH,sentiment_total_mean,total_count,sentiment_mean_BTC_roll_mean,sentiment_mean_BTC_roll_std,sentiment_mean_BTC_shock,sentiment_mean_BTC_momentum,sentiment_mean_MACRO_roll_mean,sentiment_mean_MACRO_roll_std,sentiment_mean_MACRO_shock,sentiment_mean_MACRO_momentum,sentiment_mean_TECH_roll_mean,sentiment_mean_TECH_roll_std,sentiment_mean_TECH_shock,sentiment_mean_TECH_momentum,sentiment_total_mean_roll_mean,sentiment_total_mean_roll_std,sentiment_total_mean_shock,sentiment_total_mean_momentum,sentiment_mean_BTC_lag1,sentiment_mean_MACRO_lag1,sentiment_mean_TECH_lag1,sentiment_total_mean_lag1,div_btc_macro,news_ratio_btc_macro,fear_greed_index,future_return,target_up
2025-11-12 00:00:00+00:00,-0.2368457538146972,0.0160755980563163,-0.2353499999999999,5.0,4.0,1.0,0.0,0.0,0.0,-0.1355276376848221,10,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.2529213518710136,1.249999687500078,24.0,0.0032565342115931095,1
2025-11-12 01:00:00+00:00,-0.5425624231410026,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.5425624231410026,4,0.0,0.0,0,-0.3057166693263053,0.0,0.0,0,-0.0160755980563163,0.0,0.0,0,0.2353499999999999,0.0,0.0,0,-0.4070347854561804,-0.2368457538146972,0.0160755980563163,-0.2353499999999999,-0.1355276376848221,-0.5425624231410026,,24.0,-0.0011511059046500627,0
2025-11-12 02:00:00+00:00,0.4103952872610092,-0.7977442621231079,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0076821041329701,3,0.0,0.0,0,0.9529577104020116,0.0,0.0,0,-0.7977442621231079,0.0,0.0,0,0.0,0.0,0.0,0,0.5502445272739728,-0.5425624231410026,0.0,0.0,-0.5425624231410026,1.2081395493841172,1.999998000002,24.0,0.0016345527970254015,1
2025-11-12 03:00:00+00:00,0.0638360575803121,0.28998,-0.3612393260002136,3.0,1.0,1.0,0.0,0.0,0.0,0.0240497693481445,5,-0.1230042965648968,0.4865716879301853,0,-0.3465592296806971,-0.2605562213555972,0.465287921153069,0,1.0877242621231078,-0.0784499999999999,0.1358793858537783,-1,-0.3612393260002136,-0.2234693188976181,0.2854690253243584,0,0.0163676652151743,0.4103952872610092,-0.7977442621231079,0.0,0.0076821041329701,-0.2261439424196878,2.9999970000030003,24.0,-0.0010333660033238212,0
2025-11-12 04:00:00+00:00,0.0,-0.0137393825944264,0.0,1.0,6.0,0.0,0.0,0.0,0.0,-0.0117766136523655,7,-0.0762942080285946,0.4081200817746699,0,-0.0638360575803121,-0.1229221660166978,0.4691493356456497,0,-0.3037193825944265,-0.1491473315000533,0.1797255010423222,0,0.3612393260002136,-0.1615895468361775,0.2639030144603561,0,-0.0358263830005101,0.0638360575803121,0.28998,-0.3612393260002136,0.0240497693481445,0.0137393825944264,0.1666666388888935,24.0,0.0017819038838329249,1
2025-11-12 05:00:00+00:00,0.0,0.7264773129463196,-0.4802636232185363,0.0,4.0,1.0,0.0,0.0,0.0,0.4851291257133484,5,-0.0610353664228757,0.3550854292935216,0,0.0,-0.1010856093322436,0.4092187683766873,1,0.7402166955407461,-0.1193178652000427,0.1693367269448736,-1,-0.4802636232185363,-0.1316269601994151,0.2381646148586616,1,0.4969057393657139,0.0,-0.0137393825944264,0.0,-0.0117766136523655,-0.7264773129463196,,24.0,0.0003116172256583116,1
2025-11-12 06:00:00+00:00,0.0,0.1106336339282989,-0.7448582397651672,0.0,4.0,1.0,0.0,0.0,0.0,-0.0604647408103942,5,-0.0508628053523964,0.3185740348327958,0,0.0,0.0368415443808502,0.4981078183503636,0,-0.6158436790180206,-0.1794754915364582,0.2113139411220021,-1,-0.2645946165466309,-0.0288342792139545,0.329811944298098,0,-0.5455938665237426,0.0,0.7264773129463196,-0.4802636232185363,0.4851291257133484,-0.1106336339282989,,24.0,-0.0023857412776776554,0
2025-11-12 07:00:00+00:00,0.2944949337911605,0.3158597684717178,0.18747,2.0,2.0,1.0,0.0,0.0,0.0,0.2816358809051513,5,-0.043596690302054,0.2914516907714093,0,0.2944949337911605,0.0473832714590572,0.4555627234384659,0,0.2052261345434188,-0.260244455569131,0.2878831307147729,0,0.9323282397651672,-0.0333529165848744,0.3013130024087447,0,0.3421006217155456,0.0,0.1106336339282989,-0.7448582397651672,-0.0604647408103942,-0.0213648346805573,0.99999950000025,24.0,0.00991684243702573,1
2025-11-12 08:00:00+00:00,0.2362038792157172,0.9372691649913788,-0.8349945112800599,4.0,1.0,1.0,0.0,0.0,0.0,0.1745150284290313,6,0.0323091222130684,0.3017431102332707,0,-0.0582910545754432,0.0902095815184002,0.4660981976510308,0,0.621409396519661,-0.1998415984262738,0.334551726307301,0,-1.02246451128006,0.0262418717851217,0.3185003008448975,0,-0.10712085247612,0.2944949337911605,0.3158597684717178,0.18747,0.2816358809051513,-0.7010652857756615,3.999996000004,24.0,0.003325328091676294,1
2025-11-12 09:00:00+00:00,0.1963016503334045,-0.1731506332270304,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0379649573789324,7,0.1435614511211713,0.1686958016186438,0,-0.0399022288823127,0.2241051765171686,0.5608566566655584,0,-1.1104197982184092,-0.3191265286091395,0.394847954221017,0,0.8349945112800599,0.128681507723698,0.1973339385432255,0,-0.1365500710500989,0.2362038792157172,0.9372691649913788,-0.8349945112800599,0.1745150284290313,0.3694522835604349,1.333332888889037,24.0,0.0037669974274163742,1
