published_at,sentiment_mean_BTC,sentiment_mean_MACRO,sentiment_mean_TECH,sentiment_count_BTC,sentiment_count_MACRO,sentiment_count_TECH,sentiment_std_BTC,sentiment_std_MACRO,sentiment_std_TECH,sentiment_total,total_count,sentiment_mean_BTC_roll_mean,sentiment_mean_BTC_roll_std,sentiment_mean_MACRO_roll_mean,sentiment_mean_MACRO_roll_std,sentiment_mean_TECH_roll_mean,sentiment_mean_TECH_roll_std,sentiment_total_roll_mean,sentiment_total_roll_std,sentiment_mean_BTC_lag1,sentiment_mean_MACRO_lag1,sentiment_mean_TECH_lag1,sentiment_total_lag1,sentiment_mean_BTC_shock,sentiment_mean_MACRO_shock,sentiment_mean_TECH_shock,sentiment_total_shock,div_btc_macro
2022-03-01 12:00:00+00:00,0.5122075808763504,0.0,0.0,14.0,0.0,0.0,0.22804995341655182,0.0,0.0,0.5122075808763504,14,0.09648431416536365,0.3622186038257936,0.0,0.0,0.0,0.0,0.09648431416536365,0.3622186038257936,0.28506737707138063,0.0,0.0,0.28506737707138063,0,0,0,0,0.5122075808763504
2022-03-01 16:00:00+00:00,0.4266542317199707,0.0,0.0,15.0,0.0,0.0,0.3074178413190678,0.0,0.0,0.4266542317199707,15,0.1265297845347522,0.38199968415505087,0.0,0.0,0.0,0.0,0.1265297845347522,0.38199968415505087,0.5122075808763504,0.0,0.0,0.5122075808763504,0,0,0,0,0.4266542317199707
2022-03-01 20:00:00+00:00,0.5667436461077796,0.0,0.0,9.0,0.0,0.0,0.19073398027153102,0.0,0.0,0.5667436461077796,9,0.2033727000872672,0.4119980377930165,0.0,0.0,0.0,0.0,0.2033727000872672,0.4119980377930165,0.4266542317199707,0.0,0.0,0.4266542317199707,0,0,0,0,0.5667436461077796
2022-03-02 00:00:00+00:00,-0.2590761672576268,0.0,0.0,6.0,0.0,0.0,0.30942629933828464,0.0,0.0,-0.2590761672576268,6,0.12472501035421613,0.4437071255834518,0.0,0.0,0.0,0.0,0.12472501035421613,0.4437071255834518,0.5667436461077796,0.0,0.0,0.5667436461077796,0,0,0,0,-0.2590761672576268
2022-03-02 04:00:00+00:00,0.41652418071883063,0.0,0.0,7.0,0.0,0.0,0.49230950434420784,0.0,0.0,0.41652418071883063,7,0.27158996373199823,0.3091238877219952,0.0,0.0,0.0,0.0,0.27158996373199823,0.3091238877219952,-0.2590761672576268,0.0,0.0,-0.2590761672576268,0,0,0,0,0.41652418071883063
2022-03-02 08:00:00+00:00,0.0655383730034033,0.0,0.0,12.0,0.0,0.0,0.5642037515243423,0.0,0.0,0.0655383730034033,12,0.2876656031771555,0.2922612548066795,0.0,0.0,0.0,0.0,0.2876656031771555,0.2922612548066795,0.41652418071883063,0.0,0.0,0.41652418071883063,0,0,0,0,0.0655383730034033
2022-03-02 12:00:00+00:00,0.2778480369147132,0.0,0.0,17.0,0.0,0.0,0.43491614411910895,0.0,0.0,0.2778480369147132,17,0.2866342688690601,0.292284688458098,0.0,0.0,0.0,0.0,0.2866342688690601,0.292284688458098,0.0655383730034033,0.0,0.0,0.0655383730034033,0,0,0,0,0.2778480369147132
2022-03-02 16:00:00+00:00,0.1198848919425692,0.0,0.0,14.0,0.0,0.0,0.5624907576956434,0.0,0.0,0.1198848919425692,14,0.23058817044994856,0.2791403214101246,0.0,0.0,0.0,0.0,0.23058817044994856,0.2791403214101246,0.2778480369147132,0.0,0.0,0.2778480369147132,0,0,0,0,0.1198848919425692
2022-03-02 20:00:00+00:00,0.15189401688873772,0.0,0.0,16.0,0.0,0.0,0.5159239419161682,0.0,0.0,0.15189401688873772,16,0.19133671118834386,0.2659830960372306,0.0,0.0,0.0,0.0,0.19133671118834386,0.2659830960372306,0.1198848919425692,0.0,0.0,0.1198848919425692,0,0,0,0,0.15189401688873772
2022-03-03 00:00:00+00:00,0.24645619684325323,0.0,0.0,9.0,0.0,0.0,0.439378894672985,0.0,0.0,0.24645619684325323,9,0.1455813612934115,0.2128908056847087,0.0,0.0,0.0,0.0,0.1455813612934115,0.2128908056847087,0.15189401688873772,0.0,0.0,0.15189401688873772,0,0,0,0,0.24645619684325323
2022-03-03 04:00:00+00:00,-0.026107189381122595,0.0,0.0,8.0,0.0,0.0,0.5669157102447994,0.0,0.0,-0.026107189381122595,8,0.1788626438471978,0.14714545383804153,0.0,0.0,0.0,0.0,0.1788626438471978,0.14714545383804153,0.24645619684325323,0.0,0.0,0.24645619684325323,0,0,0,0,-0.026107189381122595
2022-03-03 08:00:00+00:00,0.23332179231643677,0.0,0.0,12.0,0.0,0.0,0.395926285545324,0.0,0.0,0.23332179231643677,12,0.15269087407542722,0.10923885871804159,0.0,0.0,0.0,0.0,0.15269087407542722,0.10923885871804159,-0.026107189381122595,0.0,0.0,-0.026107189381122595,0,0,0,0,0.23332179231643677
2022-03-03 12:00:00+00:00,0.03301614991483233,0.0,0.0,21.0,0.0,0.0,0.48398683006368937,0.0,0.0,0.03301614991483233,21,0.14804484220563138,0.1141447556095481,0.0,0.0,0.0,0.0,0.14804484220563138,0.1141447556095481,0.23332179231643677,0.0,0.0,0.23332179231643677,0,0,0,0,0.03301614991483233
2022-03-03 16:00:00+00:00,0.20193043502757424,0.0,0.0,19.0,0.0,0.0,0.4801792525694522,0.0,0.0,0.20193043502757424,19,0.13719947050746867,0.10279882014981986,0.0,0.0,0.0,0.0,0.13719947050746867,0.10279882014981986,0.03301614991483233,0.0,0.0,0.03301614991483233,0,0,0,0,0.20193043502757424
2022-03-03 20:00:00+00:00,0.1662560378404764,0.0,0.0,13.0,0.0,0.0,0.5108888671272968,0.0,0.0,0.1662560378404764,13,0.14382391992145543,0.10299101150844692,0.0,0.0,0.0,0.0,0.14382391992145543,0.10299101150844692,0.20193043502757424,0.0,0.0,0.20193043502757424,0,0,0,0,0.1662560378404764
2022-03-04 00:00:00+00:00,-0.04459759777386985,0.0,0.0,9.0,0.0,0.0,0.5356534549936673,0.0,0.0,-0.04459759777386985,9,0.11575368925536862,0.12487651742635976,0.0,0.0,0.0,0.0,0.11575368925536862,0.12487651742635976,0.1662560378404764,0.0,0.0,0.1662560378404764,0,0,0,0,-0.04459759777386985
2022-03-04 04:00:00+00:00,0.025977172622680667,0.0,0.0,5.0,0.0,0.0,0.6880338809732969,0.0,0.0,0.025977172622680667,5,0.08425668579528685,0.11372270111064249,0.0,0.0,0.0,0.0,0.08425668579528685,0.11372270111064249,-0.04459759777386985,0.0,0.0,-0.04459759777386985,0,0,0,0,0.025977172622680667
