datetime,open,high,low,close,ret_1,ret_2,ret_7,ret_14,ret_30,close_lag_1,close_lag_2,close_lag_3,std_7,std_14,mom_sma30,range_norm,dayofweek,future_return,target_up
2015-04-09 00:00:00+00:00,227.24,231.4,226.33,230.52,-0.191157894736842,-0.114066102997694,0.0155066079295154,0.0278681945868819,-0.3650636258469674,285.0,260.2,222.99,0.1423826939922781,0.2490388184554371,-0.1282150191170964,0.0219937532535137,3,0.03505118861703971,1
2015-04-10 00:00:00+00:00,239.06,239.98,237.62,238.6,0.0350511886170397,-0.1628070175438596,-0.1188418642440356,-0.067677399187246,0.000545141946576,230.52,285.0,260.2,0.1193956634640513,0.2469279193720655,-0.097672706553281,0.0098910310142497,4,0.7099748533109809,1
2015-04-11 00:00:00+00:00,404.55,502.0,368.11,408.0,0.7099748533109809,0.7699115044247786,0.6081986598344502,0.4549085333238241,0.4840141126832284,238.6,230.52,285.0,0.2939233508767778,0.3083272262282309,0.5175014784481315,0.3281617647058823,5,-0.10877450980392156,0
2015-04-12 00:00:00+00:00,361.48,364.3,355.92,363.62,-0.1087745098039215,0.5239731768650462,0.5256356465553411,0.5998768039422739,0.4356443461781427,408.0,238.6,230.52,0.2988040327408168,0.303943149172667,0.3341845814024311,0.0230460370716682,6,-0.403745668555085,0
2015-05-02 00:00:00+00:00,226.93,229.0,210.43,216.81,-0.403745668555085,-0.4686029411764706,-0.0277142472756626,-0.0926553672316383,-0.0727879228499337,363.62,408.0,238.6,0.3512939674410504,0.3293415878828624,-0.2028272344994184,0.0856510308565102,5,0.25958212259582103,1
2015-05-03 00:00:00+00:00,270.72,280.5,262.2,273.09,0.259582122595821,-0.2489687035916616,0.0495388162951575,-0.3241350294510716,0.212763122835065,216.81,363.62,408.0,0.3584025191003837,0.2799525441162434,-0.0017570109855832,0.0670108755355377,6,-0.045955545790764774,0
2015-05-04 00:00:00+00:00,253.5,261.0,251.65,260.54,-0.0459555457907647,0.20169733868364,-0.0858245614035086,-0.2791212439820707,0.0235719336842934,273.09,216.81,363.62,0.3598342296630702,0.2785686546815893,-0.0483275539624404,0.0358870039149458,0,-0.0975665924618101,0
2015-05-05 00:00:00+00:00,238.22,238.78,229.66,235.12,-0.0975665924618101,-0.1390384122450473,0.0199548846087107,0.0357709251101321,-0.1671861717200339,260.54,273.09,216.81,0.3516135399658018,0.2585077728023315,-0.1362149029135725,0.0387887036406941,1,-0.045593739367131625,0
2015-05-06 00:00:00+00:00,222.99,225.9,219.03,224.4,-0.0455937393671316,-0.1387119060412989,-0.0595138306789605,-0.1712829603368046,-0.0208569683218431,235.12,260.54,273.09,0.3534932940760728,0.2548031870138785,-0.1751152412530602,0.0306149732620321,2,0.2098930481283423,1
2015-05-07 00:00:00+00:00,260.34,274.74,258.75,271.5,0.2098930481283423,0.154729499829874,-0.3345588235294118,0.0701616081986598,0.1418597804601085,224.4,235.12,260.54,0.2207149591510001,0.2589212346846523,-0.0060855144742992,0.0588950276243094,3,0.035469613259668575,1
2015-05-08 00:00:00+00:00,285.0,285.86,280.63,281.13,0.0354696132596685,0.2528074866310159,-0.2268577085968869,0.1795334396240664,-0.2218070088025244,271.5,224.4,235.12,0.2192078069325318,0.2575269684443017,0.0393308966152952,0.0186034930459218,4,-0.16195354462348377,0
2015-05-09 00:00:00+00:00,230.72,237.22,229.23,235.6,-0.1619535446234837,-0.1322283609576428,0.0866657441999907,0.0565496210592402,-0.3435314441750954,281.13,271.5,224.4,0.1577193906869851,0.2618421205095042,-0.1155547491381413,0.0339134125636672,5,0.022241086587436287,1
2015-05-10 00:00:00+00:00,238.6,240.85,236.1,240.84,0.0222410865874362,-0.1433144808451606,-0.118092936394595,-0.0744043043812451,0.0563621211456641,235.6,281.13,271.5,0.1188497131677941,0.2589776916587566,-0.0973351823394925,0.0197226374356419,6,0.6006477329347284,1
2015-05-11 00:00:00+00:00,407.99,448.79,364.37,385.5,0.6006477329347284,0.6362478777589136,0.4796192523221001,0.3526315789473684,0.3718861209964412,240.84,235.6,281.13,0.2579111948909971,0.301633542336387,0.4262282951854774,0.218988326848249,0,0.006485084306095956,1
2015-05-12 00:00:00+00:00,363.62,389.89,363.0,388.0,0.0064850843060959,0.6110280684271716,0.6502211636611093,0.6831511365608189,0.5264172469412645,385.5,240.84,235.6,0.2487782473051444,0.2935705496680276,0.4121740565185059,0.0693041237113401,1,-0.4243041237113402,0
2015-06-02 00:00:00+00:00,216.46,225.86,210.59,223.37,-0.4243041237113402,-0.4205706874189364,-0.0045900178253119,-0.0638306789606034,-0.0653974895397488,388.0,385.5,240.84,0.3164916966973897,0.3223444414451672,-0.1854726764863898,0.068361910731074,1,0.22075480145050808,1
2015-06-03 00:00:00+00:00,273.46,276.46,269.0,272.68,0.220754801450508,-0.2972164948453608,0.0043462246777163,-0.3316666666666666,0.2158558879921523,223.37,388.0,385.5,0.3174816130915161,0.2656249729784991,-0.0114786130925549,0.0273580753997358,2,-0.06271086988411323,0
2015-06-04 00:00:00+00:00,260.54,262.98,254.0,255.58,-0.0627108698841132,0.1442002059363387,-0.0908832212855261,-0.2971233705516748,-0.0013285401688026,272.68,223.37,388.0,0.3200161255446145,0.2643923747283739,-0.0734315804738339,0.0351357696220362,3,-0.10599420924955005,0
2015-06-05 00:00:00+00:00,235.18,235.94,227.01,228.49,-0.10599420924955,-0.1620580900689452,-0.0301782682512732,0.0538720538720538,-0.1852155618157829,255.58,272.68,223.37,0.3151201279742254,0.2395216370259483,-0.1664102754310717,0.0390826732023283,4,-0.015317957022189188,0
2015-06-06 00:00:00+00:00,224.3,225.26,223.07,224.99,-0.0153179570221891,-0.1196885515298536,-0.0658113270220893,-0.1761324105606209,-0.0100756775783175,228.49,255.58,272.68,0.3157271521298322,0.2302861514967014,-0.1789505183181239,0.0097337659451531,5,0.19343081914751759,1
2015-06-07 00:00:00+00:00,271.39,278.54,267.13,268.51,0.1934308191475175,0.1751498971508598,-0.3034760051880675,0.030590312428034,0.1237078886796401,224.99,228.49,255.58,0.2147073856975667,0.234679547435787,-0.0236449715043429,0.0424937618710663,6,0.03340657703623706,1
2015-06-08 00:00:00+00:00,281.13,281.65,276.6,277.48,0.033406577036237,0.2332992577447887,-0.2848453608247422,0.1801633208574344,-0.3132703063901401,268.51,224.99,228.49,0.2156422191396879,0.2319340793703539,0.0246928777173243,0.0181995098745853,0,-0.1340637163038778,0
2015-06-09 00:00:00+00:00,235.6,244.2,235.02,240.28,-0.1340637163038778,-0.1051357491341103,0.0757039888973452,0.0707664884135472,-0.3351779093575342,277.48,268.51,224.99,0.1403824285690802,0.2355109836921195,-0.0992494995414025,0.0382054270018311,1,0.026177792575328818,1
2015-06-10 00:00:00+00:00,240.81,248.19,239.52,246.57,0.0261777925753288,-0.1113954158858296,-0.0957532638990759,-0.0918232044198895,0.0862114537444933,240.28,277.48,268.51,0.1095346233250206,0.2297557059489085,-0.077924716693488,0.0351624285192845,2,0.5187167944194349,1
2015-06-11 00:00:00+00:00,387.77,396.67,353.26,374.47,0.5187167944194349,0.5584734476444149,0.4651772439157993,0.3320172162344823,0.3829307925252976,246.57,240.28,277.48,0.2234715769048745,0.2661976589952551,0.3825019197826218,0.1159238390258232,3,0.036771971052420804,1
2015-06-12 00:00:00+00:00,388.0,399.85,383.0,388.24,0.0367719710524208,0.5745630044206513,0.699155324084205,0.6478777589134126,0.530311391407174,374.47,246.57,240.28,0.210467970553368,0.2591595992554801,0.4099941165504099,0.0434009890789203,4,-0.41196167319184007,0
2015-07-02 00:00:00+00:00,223.44,231.14,221.77,228.3,-0.41196167319184,-0.3903383448607365,0.0147117649673318,-0.0520677628300946,-0.0421246958127045,388.24,374.47,246.57,0.2850378356361297,0.2889919858964404,-0.1698604434683325,0.0410424879544457,3,0.2120455540954882,1
2015-07-03 00:00:00+00:00,272.61,279.48,270.0,276.71,0.2120455540954882,-0.28727076035442,0.0305388998547539,-0.2822049286640726,0.2409076640208078,228.3,388.24,374.47,0.2868163609259245,0.2458692673637127,-0.0003419980877008,0.0342596942647537,4,-0.0830833724838278,0
2015-07-04 00:00:00+00:00,255.54,256.62,251.5,253.72,-0.0830833724838278,0.1113447218572054,-0.0856277929940897,-0.3460824742268041,-0.0249039200614911,276.71,228.3,388.24,0.2906273738287531,0.2470371166379483,-0.0826811414302345,0.020179725681854,5,-0.06641179252719531,0
2015-07-05 00:00:00+00:00,228.34,240.0,227.35,236.87,-0.0664117925271953,-0.1439774493151674,-0.0141917762610287,0.0604378385638177,-0.168877192982456,253.72,276.71,228.3,0.2855951693308728,0.2163304223191494,-0.138605472069318,0.0534048212099464,6,-0.05982184320513373,0
2015-07-06 00:00:00+00:00,224.95,225.48,221.86,222.7,-0.0598218432051337,-0.1222607598927952,-0.096808208622298,-0.1832917705735661,-0.0339233038348083,236.87,253.72,276.71,0.2877878957950221,0.2097816047360456,-0.1893672550963333,0.016255051638976,0,0.19223170184104177,1
2015-07-07 00:00:00+00:00,268.53,271.69,264.01,265.51,0.1922317018410417,0.1209102039093172,-0.290971239351617,0.0388528053838328,0.1127829002514668,222.7,236.87,253.72,0.2094566735906672,0.2143916708743113,-0.0366832675827404,0.0289254642009717,1,0.05318067116116154,1
2015-07-08 00:00:00+00:00,277.08,280.43,274.19,279.63,0.0531806711611615,0.2556353839245622,-0.2797496393983103,0.2238172348899294,-0.3146323529411765,265.51,222.7,236.87,0.2103628146400493,0.2111633760732743,0.0305457449095545,0.0223152022315202,2,-0.1410435217966599,0
2015-07-09 00:00:00+00:00,240.28,242.91,238.44,240.19,-0.1410435217966599,-0.0953636397875785,0.0520805957074024,0.0675585581581403,-0.3394477751498818,279.63,265.51,222.7,0.1401732728762147,0.2161009747931106,-0.1011772747797754,0.0186102668720596,3,0.012531745701319652,1
2015-07-10 00:00:00+00:00,246.57,247.65,242.3,243.2,0.0125317457013196,-0.1302792976433143,-0.1211015142206641,-0.0942609213809542,0.1217194778838612,240.19,279.63,265.51,0.1106823105908395,0.2106857224218144,-0.0928994767014663,0.0219983552631578,4,0.5770148026315789,1
2015-07-11 00:00:00+00:00,374.41,392.82,371.07,383.53,0.5770148026315789,0.5967775511053748,0.5116269903830994,0.3821897073662965,0.4044088029587316,243.2,240.19,279.63,0.2431492271902233,0.259158410168314,0.4111348905091585,0.0567100357208041,5,0.03139258988866578,1
2015-07-12 00:00:00+00:00,388.54,399.91,381.01,395.57,0.0313925898886657,0.6265213815789474,0.6699877569975092,0.6462876643915432,0.5182697474476086,383.53,243.2,240.19,0.2359641071591722,0.2537212765116217,0.4317237485341454,0.0477791541320121,6,-0.4340319033293728,0
2015-08-02 00:00:00+00:00,228.3,232.89,217.28,223.88,-0.4340319033293728,-0.416264698980523,0.0052986079928154,-0.0920225493774586,-0.0478053759782238,395.57,383.53,243.2,0.3082278782930558,0.2866866416956622,-0.1885897088955039,0.0697248525996068,6,0.22833660889762375,1
2015-08-03 00:00:00+00:00,276.71,277.57,271.12,275.0,0.2283366088976237,-0.3048006673913592,0.0357425332379195,-0.2656287553075013,0.2254901960784312,223.88,395.57,383.53,0.311453632956683,0.2577502764128792,-0.009370752301862,0.0234545454545454,0,-0.11061818181818173,0
2015-08-04 00:00:00+00:00,253.71,254.96,243.06,244.58,-0.1106181818181817,0.0924602465606576,-0.1253442048421127,-0.3700288481351741,-0.0991528545119705,275.0,223.88,395.57,0.3169954910630292,0.2595985879217257,-0.1160951775182141,0.048654836863194,1,-0.005642325619429345,0
2015-08-05 00:00:00+00:00,236.92,246.57,235.29,243.2,-0.0056423256194293,-0.1156363636363636,0.0125317457013196,0.0652650021901006,-0.1349197879984349,244.58,275.0,223.88,0.3093293799892835,0.2311558391721198,-0.1170480165650313,0.0463815789473684,2,-0.06180098684210522,0
2015-08-06 00:00:00+00:00,222.65,229.4,222.31,228.17,-0.0618009868421052,-0.0670946111701693,-0.0618009868421052,-0.1754183079758592,-0.0315365025466893,243.2,244.58,275.0,0.3118040939637108,0.2260045986945515,-0.1708697927265328,0.0310733225226804,3,0.18608931936713868,1
2015-08-07 00:00:00+00:00,265.67,273.24,263.01,270.63,0.1860893193671386,0.1127878289473685,-0.2943707141553463,0.0666482736875295,0.1236920777279522,228.17,243.2,244.58,0.2191932139126995,0.228957721248443,-0.0201133298332639,0.0378006872852234,4,-0.031186490780770737,0
2015-08-08 00:00:00+00:00,279.94,279.97,260.41,262.19,-0.0311864907807707,0.1490993557435245,-0.3371843163030563,0.1068940769198294,-0.319870298313878,270.63,228.17,243.2,0.2178411855485364,0.2280240848189035,-0.0363307131375699,0.0746023875815248,5,-0.06857622334947933,0
2015-08-09 00:00:00+00:00,240.07,246.24,239.98,244.21,-0.0685762233494793,-0.0976240623729814,0.090807575486868,0.0965873372249663,-0.3705927835051545,262.19,270.63,228.17,0.132830718567426,0.2283046913251555,-0.086319675248957,0.0256336759346464,6,-0.005364235698783859,0
2015-08-10 00:00:00+00:00,243.2,244.76,242.06,242.9,-0.0053642356987838,-0.0735726000228841,-0.1167272727272726,-0.0851568679145794,0.0874334064556565,244.21,262.19,270.63,0.0958070925983051,0.2236006790263441,-0.0934289460784925,0.0111156854672704,0,0.5341704405104981,1
2015-08-11 00:00:00+00:00,383.62,390.47,366.18,372.65,0.5341704405104981,0.5259407886654928,0.5236323493335513,0.332653864034617,0.3666202141704562,242.9,244.21,262.19,0.2185827811746145,0.2631358091957962,0.3737489171105745,0.0651818059841675,1,0.12140077821011674,1
2015-08-12 00:00:00+00:00,395.57,418.87,388.33,417.89,0.1214007782101167,0.72041992589543,0.718297697368421,0.7398309671510055,0.635065341576023,372.65,242.9,244.21,0.2157124434909631,0.257709431451134,0.5103984694455352,0.0730814329129675,2,-0.4713919931082342,0
2015-09-02 00:00:00+00:00,223.92,225.99,215.0,220.9,-0.4713919931082342,-0.407218569703475,-0.0318622080028048,-0.0916940789473683,-0.0332180839424044,417.89,372.65,242.9,0.3034735184926951,0.2956121322106644,-0.200860518988456,0.0497510185604346,2,0.29977365323675875,1
2015-09-03 00:00:00+00:00,275.0,289.0,274.17,287.12,0.2997736532367587,-0.3129292397520878,0.060931899641577,-0.2513753813261021,0.2761456064713987,220.9,417.89,372.65,0.3155296171154079,0.2641170408722673,0.0309762052951594,0.0516508776818054,3,-0.1521663415993313,0
2015-09-04 00:00:00+00:00,244.84,246.3,238.47,243.43,-0.1521663415993313,0.1019918515165232,-0.0715511651855523,-0.3846095507748313,-0.093404342482589,287.12,220.9,417.89,0.3241756549952582,0.2677811398251476,-0.1232718506744523,0.0321653041942242,4,-0.006038696956003786,0
2015-09-05 00:00:00+00:00,243.22,247.01,238.62,241.96,-0.0060386969560037,-0.1572861521315129,-0.0092133819253921,0.0807575486867966,-0.1280092258901543,243.43,287.12,220.9,0.3216382632548246,0.2368029997382373,-0.1248342215041835,0.0346751529178376,5,-0.05480244668540257,0
2015-09-06 00:00:00+00:00,228.17,230.79,226.67,228.7,-0.0548024466854025,-0.0605102082734256,-0.0584602717167559,-0.1683636363636363,-0.0481937739304145,241.96,243.43,287.12,0.3234856742284903,0.230819170969426,-0.1716389258471352,0.0180148666375164,6,0.17586357673808495,1
2015-09-07 00:00:00+00:00,270.54,271.98,265.92,268.92,0.1758635767380849,0.1114233757645892,-0.2783577083053803,0.0995175402731212,0.0906436306119966,228.7,241.96,243.43,0.2526014254902886,0.2317694284806978,-0.0285816806081177,0.0225345827755466,0,-0.01439089692101747,0
2015-09-08 00:00:00+00:00,262.19,268.95,261.01,265.05,-0.0143908969210174,0.1589418452120683,-0.365742180956711,0.08984375,-0.2921996421609207,268.92,228.7,241.96,0.2457268862197066,0.2318930447941061,-0.0297783553269761,0.0299566119600075,1,-0.10073571024335037,0
2015-09-09 00:00:00+00:00,244.04,244.22,237.01,238.35,-0.1007357102433503,-0.1136769299419903,0.0789950203712086,0.0446158565981504,-0.3860756233257779,265.05,268.92,228.7,0.1603294647634261,0.2333367932968888,-0.1112599836433556,0.0302496328928047,2,0.02571848122508924,1
2015-09-10 00:00:00+00:00,242.9,244.95,242.16,244.48,0.0257184812250892,-0.0776079984908508,-0.1485093340763444,-0.0966263902745445,0.0708716600963643,238.35,265.05,268.92,0.1047621686622719,0.2289520703210028,-0.0902325027537138,0.0114119764397905,3,0.5457297120418847,1
2015-09-11 00:00:00+00:00,372.86,386.79,360.54,377.9,0.5457297120418847,0.5854835326200964,0.5523969929753931,0.441321179297456,0.3656897112500452,244.48,238.35,265.05,0.2221754130053598,0.2680026815472823,0.388822532809508,0.0694628208520772,4,0.10341360148187362,1
2015-09-12 00:00:00+00:00,416.67,424.95,400.0,416.98,0.1034136014818736,0.7055791884816756,0.7233427012729376,0.7074648867777733,0.643465237269431,377.9,244.48,238.35,0.2188038970877174,0.2656249940290315,0.5023978266430791,0.0598350040769341,5,-0.33908101107966815,0
2015-10-01 00:00:00+00:00,293.89,295.0,271.03,275.59,-0.3390810110796681,-0.2707329981476581,0.205028421512899,0.1345821325648413,0.163465191877401,416.98,377.9,244.48,0.2717150893530055,0.2871556456556737,-0.0116329807137111,0.0869770310969194,3,-0.20018868609165785,0
2015-10-02 00:00:00+00:00,220.91,222.0,215.0,220.42,-0.2001886860916578,-0.4713895150846564,-0.1803510337646885,-0.4085066416208238,-0.010237988325101,275.59,416.98,377.9,0.2812244422292147,0.256934364208503,-0.2092773532088205,0.0317575537610017,4,0.3156700843843572,1
2015-10-03 00:00:00+00:00,287.12,296.8,283.96,290.0,0.3156700843843572,0.052287818861352,0.0941331824184115,-0.3060374739764052,0.0922375805054422,220.42,275.59,416.98,0.3045408491190054,0.2692252023131264,0.0372924520878195,0.0442758620689656,5,-0.1862413793103448,0
2015-10-04 00:00:00+00:00,243.75,243.94,231.0,235.99,-0.1862413793103448,0.0706378731512566,-0.009901405496119,0.0683114531462201,-0.1560633694524907,290.0,220.42,275.59,0.3131900140843655,0.2391889485513881,-0.1514793410023035,0.0548328318996567,6,0.013305648544429838,1
2015-10-05 00:00:00+00:00,241.83,244.99,238.02,239.13,0.0133056485444298,-0.1754137931034483,-0.0218831806282722,-0.1671426581220395,-0.0044131729047837,235.99,290.0,220.42,0.3133053358612249,0.2261859019487717,-0.1400799758346399,0.0291473257224104,0,-0.04738008614561107,0
2015-10-06 00:00:00+00:00,228.7,229.75,226.83,227.8,-0.047380086145611,-0.0347048603754396,-0.3971950251389256,-0.0642073696750605,-0.0633223684210525,239.13,235.99,290.0,0.2183033481028124,0.2221399072577245,-0.1793080921134798,0.0128182616330113,1,0.2521071115013169,1
2015-10-07 00:00:00+00:00,268.98,294.71,268.63,285.23,0.2521071115013169,0.1927821686948523,-0.3159623962779989,0.1788312117705406,-0.2563032878783927,227.8,239.13,235.99,0.2415605611868247,0.2306759948715891,0.0398696289382927,0.0914349822949899,2,-0.07327419976860794,0
2015-10-08 00:00:00+00:00,265.05,266.79,261.6,264.33,-0.0732741997686079,0.1603599648814748,-0.0408577960013062,0.1557936160909487,-0.3317744014965745,285.23,227.8,239.13,0.2020625837847603,0.2312807435717977,-0.0207074212295526,0.0196345477244353,3,-0.09711345666401838,0
2015-10-09 00:00:00+00:00,238.35,241.65,234.78,238.66,-0.0971134566640183,-0.1632717456088069,0.0827511115143817,-0.1125241707571025,0.066017509380025,264.33,285.23,227.8,0.1873651485808114,0.2298677181279417,-0.1174208245196218,0.0287857202715159,4,0.0295399312829967,1
2015-10-10 00:00:00+00:00,244.48,246.43,243.0,245.71,0.0295399312829967,-0.070442250217531,-0.1527241379310344,-0.0729673646481795,-0.1065090909090908,238.66,264.33,285.23,0.1382265384929235,0.2297485443524763,-0.0880568892759804,0.0139595458060315,5,0.37072158235318065,1
2015-10-11 00:00:00+00:00,378.02,381.44,323.63,336.8,0.3707215823531806,0.4112126037040142,0.427179117759227,0.4130480385986994,0.3770545424809877,245.71,238.66,264.33,0.1781512008876033,0.2451599315950077,0.2359194597378198,0.1716448931116389,6,0.2338776722090261,1
2015-10-12 00:00:00+00:00,416.69,419.79,408.91,415.57,0.2338776722090261,0.6913027552806152,0.7378413415297118,0.6998118455497382,0.7087582236842105,336.8,245.71,238.66,0.1869809307317139,0.2497823767743119,0.4934844016167403,0.0261809081502514,0,-0.35897682700868694,0
2015-11-01 00:00:00+00:00,275.6,280.94,262.08,266.39,-0.3589768270086869,-0.2090558194774348,0.1694029850746268,-0.2950780629796242,0.1675066836130954,415.57,336.8,245.71,0.2523335780015996,0.2324965461189517,-0.0470052039857473,0.0707984533953977,6,-0.17583242614212236,0
2015-11-02 00:00:00+00:00,220.42,223.43,217.99,219.55,-0.1758324261421223,-0.4716894867290708,-0.2302703081723521,-0.4734759460885414,-0.1887447806968923,266.39,415.57,336.8,0.2472738315610746,0.2350149903531805,-0.2097590824014972,0.0247779549077658,0,0.3506718287406059,1
2015-11-03 00:00:00+00:00,290.0,296.79,285.83,296.54,0.3506718287406059,0.1131799241713278,0.1218552566867174,0.0760187234660185,0.1310118616270643,219.55,266.39,415.57,0.2791054167142619,0.2350008852574791,0.0629753320229655,0.036959600728401,1,-0.2036487489040265,0
2015-11-04 00:00:00+00:00,235.99,239.42,233.0,236.15,-0.2036487489040265,0.0756092006376678,-0.0105170535489818,0.0713637600943652,-0.0330043814749601,296.54,219.55,266.39,0.2911359479514925,0.2352638231948703,-0.1526822459751061,0.0271861105229726,2,0.021808172771543566,1
2015-11-05 00:00:00+00:00,239.08,244.51,237.99,241.3,0.0218081727715435,-0.1862817832332906,-0.0179479874648976,-0.1679310344827586,-0.0065870728694935,236.15,296.54,219.55,0.2911756348508347,0.2204842968594752,-0.1340380812705079,0.0270203066721922,3,-0.05084956485702452,0
2015-11-06 00:00:00+00:00,227.88,229.57,227.25,229.03,-0.0508495648570245,-0.0301503281812407,-0.3199821852731591,-0.0294927751175897,-0.3854018516033811,241.3,236.15,296.54,0.2507334127690547,0.214127513863864,-0.1637039047599342,0.0101296773348469,4,0.27337030083395186,1
2015-11-07 00:00:00+00:00,284.78,298.05,283.88,291.64,0.2733703008339518,0.2086199751346871,-0.2982169068989581,0.2195876719775853,-0.3021129962430304,229.03,241.3,236.15,0.257900997390612,0.2246257250852895,0.081534114086941,0.0485872994102318,5,-0.07025785214648195,0
2015-11-08 00:00:00+00:00,264.11,271.5,264.07,271.15,-0.0702578521464819,0.1839060385102386,0.0178685386088066,0.1902985074626864,0.2274784970574919,291.64,229.03,241.3,0.2141163720972985,0.2253727037790057,-0.0006597156957053,0.0274018071178314,6,-0.11488106214272531,0
2015-11-09 00:00:00+00:00,238.66,240.94,237.5,240.0,-0.1148810621427253,-0.1770676176107529,0.0931450694602595,-0.1585737825614417,-0.1641125661744218,271.15,291.64,229.03,0.2058701579107561,0.21955419553806,-0.1103147879274659,0.0143333333333333,0,0.0335416666666668,1
2015-11-10 00:00:00+00:00,245.71,248.5,244.53,248.05,0.0335416666666668,-0.0851926977687625,-0.1635192554124233,-0.0615896795672075,0.018978761861726,240.0,271.15,291.64,0.1509783440578745,0.2183030978334307,-0.0809979042578021,0.0160048377343277,1,0.24938520459584756,1
2015-11-11 00:00:00+00:00,335.02,341.41,294.0,309.91,0.2493852045958475,0.2912916666666667,0.3123438492483592,0.2985418587111372,0.2808315424037031,248.05,240.0,271.15,0.1541232621780586,0.2239058476435738,0.1386326561604445,0.1529798973895647,2,0.4618437610919299,1
2015-11-12 00:00:00+00:00,415.57,454.48,415.13,453.04,0.4618437610919299,0.8264059665390042,0.877496891835889,0.8437996011558342,0.980935723655444,309.91,248.05,240.0,0.2178202125023302,0.2503036987324806,0.6199941356383931,0.0868576726116899,3,-0.4097209959385485,0
2015-12-01 00:00:00+00:00,266.34,272.43,263.54,267.42,-0.4097209959385485,-0.1371043206092091,0.167619962450334,-0.2059976247030879,-0.0055778670236501,453.04,309.91,248.05,0.2920498995101855,0.2653319352032812,-0.0435804753366648,0.0332435868671003,1,-0.1661057512527111,0
2015-12-02 00:00:00+00:00,219.57,223.09,218.01,223.0,-0.1661057512527111,-0.507769733356878,-0.2353586613633246,-0.4633876362586326,-0.1586493114506697,267.42,453.04,309.91,0.2858252537970695,0.2617119430889384,-0.1984289687051812,0.022780269058296,2,0.32426008968609876,1
2015-12-03 00:00:00+00:00,296.29,297.95,289.0,295.31,0.3242600896860987,0.1042928726348066,0.0891019730776323,0.1085626337324976,0.2389762953639607,223.0,267.42,453.04,0.3082140687843475,0.2555431953743967,0.0542932523470589,0.0303071348752158,3,-0.19914665944261967,0
2015-12-04 00:00:00+00:00,236.09,237.5,233.42,236.5,-0.1991466594426196,0.0605381165919283,-0.0145833333333332,0.0772033705306307,-0.0326407068062827,295.31,223.0,267.42,0.3174196174395106,0.2571108110703332,-0.1548631402403072,0.0172515856236787,4,0.019154334038054888,1
