datetime,sentiment_mean_BTC,sentiment_mean_MACRO,sentiment_mean_TECH,sentiment_count_BTC,sentiment_count_MACRO,sentiment_count_TECH,sentiment_std_BTC,fear_greed_index,target_up,sentiment_total_mean,sentiment_mean_BTC_roll_mean
2025-11-17 20:00:00+00:00,0.13870368294253801,-0.1937425831782818,0.04021378941380975,21.0,6.0,12.0,0.0,14.0,0.0,-0.004941703607311346,-0.04718417876173055
2025-11-18 00:00:00+00:00,-0.26864695335904754,0.04616221899819373,0.039502499999999975,10.0,9.0,2.0,0.0,11.0,0.0,-0.060994078120284616,-0.09491745891813785
2025-11-18 04:00:00+00:00,-0.016396875000000005,-0.3090845410372416,-0.3073715995287895,8.0,10.0,2.0,0.0,11.0,1.0,-0.21095100518867702,-0.11673533400698853
2025-11-18 08:00:00+00:00,0.06216646020460127,-0.33066511706364154,-0.2494902911877632,10.0,11.0,2.0,0.0,11.0,0.0,-0.17266298268226785,-0.04831137341451428
2025-11-18 12:00:00+00:00,0.003019243493405252,-0.32941930916138484,0.21453555327574408,29.0,14.0,13.0,0.0,11.0,1.0,-0.03728817079741183,-0.04728091284236702
2025-11-18 16:00:00+00:00,0.041893292462030995,-0.14181334396441778,-0.07345320314466955,24.0,5.0,9.0,0.0,11.0,0.0,-0.05779108488235211,-0.028328538113969313
2025-11-18 20:00:00+00:00,-0.07063979425569372,-0.2639703631634712,-0.6520363009190558,16.0,9.0,4.0,0.0,11.0,0.0,-0.32888215277940697,-0.01570013478745225
2025-11-19 00:00:00+00:00,0.10279980325698854,-0.0630661264073849,-0.19907340789318084,6.0,3.0,1.0,0.0,15.0,0.0,-0.053113243681192406,-0.020829260456816462
2025-11-19 04:00:00+00:00,0.06015271535416443,0.35436015053153036,0.09130200904130932,9.0,7.0,1.0,0.0,15.0,0.0,0.16860495830900138,0.026142120787928103
2025-11-19 08:00:00+00:00,-0.12127631747841838,0.02651595207194486,-0.0035524022976557504,14.0,11.0,6.0,0.0,15.0,1.0,-0.03277092256804309,0.011159343291011193
2025-11-19 12:00:00+00:00,0.05920624111831185,-0.007274174601634356,0.12138266374150912,20.0,13.0,8.0,0.0,15.0,0.0,0.05777157675272887,0.010736454850112705
2025-11-19 16:00:00+00:00,0.05463127780377855,-0.4087557289338112,0.3088721490830315,28.0,5.0,18.0,0.0,15.0,1.0,-0.015084100682333715,0.01810960260873746
2025-11-19 20:00:00+00:00,0.05024535956150958,-0.17182099837303155,-0.008505000000000023,18.0,10.0,6.0,0.0,15.0,1.0,-0.04336021293717399,0.01930275505152012
2025-11-20 00:00:00+00:00,-0.052153079091310506,0.05540781604695316,0.023864999999999977,9.0,9.0,1.0,0.0,11.0,1.0,0.009039912318547545,0.02194371436071772
2025-11-20 04:00:00+00:00,-0.035274446048736585,0.16917734523693723,-0.217588049788475,7.0,8.0,2.0,0.0,11.0,0.0,-0.02789505020009146,0.002218821602756987
2025-11-20 08:00:00+00:00,-0.04190618405580522,0.3693241931529641,0.09722039705355957,14.0,16.0,10.0,0.0,11.0,0.0,0.14154613538357283,-0.012361021170095821
2025-11-20 12:00:00+00:00,0.10666631579677265,0.13157489894625876,-0.048984444659948376,16.0,25.0,12.0,0.0,11.0,0.0,0.06308559002769433,0.02020221215493147
2025-11-20 16:00:00+00:00,-0.09246840257095439,-0.031088686021804784,-0.056199615322351404,19.0,14.0,14.0,0.0,11.0,0.0,-0.059918901305036854,-0.001465594086392279
2025-11-20 20:00:00+00:00,0.16120932980791722,-0.2808463029351234,0.1936884928309917,32.0,8.0,6.0,0.0,11.0,1.0,0.02468383990126184,0.01375984191419896
2025-11-21 00:00:00+00:00,0.06664929931263122,0.21907768580436704,0.0,11.0,8.0,0.0,0.0,14.0,1.0,0.09524232837233275,0.016103261878644907
2025-11-21 04:00:00+00:00,0.09364716402196879,0.1645699048710465,-0.11409538420557973,13.0,10.0,2.0,0.0,14.0,0.0,0.048040561562478525,0.03693186803768481
2025-11-21 08:00:00+00:00,0.12966296513038014,0.20527863267302512,0.03737892857142855,25.0,7.0,7.0,0.0,14.0,1.0,0.1241068421249446,0.06049435534898719
2025-11-21 12:00:00+00:00,0.08319688591659069,-0.05453179619802746,-0.27033846906661996,19.0,18.0,4.0,0.0,14.0,1.0,-0.0805577931160189,0.0783662224879009
2025-11-21 16:00:00+00:00,0.0449898494782476,-0.12894207859277723,-0.055478567321062086,20.0,5.0,12.0,0.0,14.0,1.0,-0.046476932145197235,0.0695552987281116
2025-11-21 20:00:00+00:00,0.17883493450832366,-0.20337773640990256,0.3075337003596624,8.0,6.0,6.0,0.0,14.0,0.0,0.09433029948602782,0.10831291831086562
2025-11-22 00:00:00+00:00,0.009743028019169951,-0.03496683058261871,-0.004362366273403154,19.0,2.0,4.0,0.0,11.0,0.0,-0.009862056278950636,0.08667487519818742
2025-11-22 04:00:00+00:00,0.24925126496076583,-0.38270280808210366,0.04593,5.0,3.0,1.0,0.0,11.0,0.0,-0.02917384770711261,0.1127608702907781
2025-11-22 08:00:00+00:00,0.4339155868123373,0.23693709829012552,0.0,12.0,2.0,0.0,0.0,11.0,0.0,0.22361756170082092,0.16137064497511644
2025-11-22 12:00:00+00:00,0.08529296384334557,-0.03303727697253227,-0.04552125000000001,27.0,4.0,4.0,0.0,11.0,1.0,0.0022448122902710976,0.15503207336268293
2025-11-22 16:00:00+00:00,0.2058482083289623,0.3601055956888199,0.10560749999999997,24.0,2.0,3.0,0.0,11.0,0.0,0.22385376800592738,0.1725536908501646
2025-11-22 20:00:00+00:00,0.11446017549117402,-0.22880207661628724,0.0580425,10.0,4.0,2.0,0.0,11.0,1.0,-0.01876646704170441,0.18247802313772551
2025-11-23 00:00:00+00:00,0.06142624999999998,0.0,0.0,11.0,1.0,0.0,0.0,13.0,1.0,0.02047541666666666,0.1657053539222507
2025-11-23 04:00:00+00:00,0.031401835154493615,0.04803915212154389,0.01875,17.0,2.0,1.0,0.0,13.0,1.0,0.032730329092012504,0.16879946922729694
2025-11-23 08:00:00+00:00,0.08965496861362453,-0.05505087548971175,0.11672847270965575,15.0,2.0,1.0,0.0,13.0,1.0,0.05044418861118951,0.14599999832056246
2025-11-23 12:00:00+00:00,0.14398238332176208,0.11515122578263282,0.1720143500471115,15.0,4.0,3.0,0.0,13.0,0.0,0.14371598638383545,0.1045809692504803
2025-11-23 16:00:00+00:00,0.05143028950630672,-0.0370425,0.10004106606245036,24.0,1.0,5.0,0.0,13.0,1.0,0.03814295185625236,0.09974344434518902
2025-11-23 20:00:00+00:00,0.18839663220135366,-0.3483159127926826,0.0220425,17.0,2.0,3.0,0.0,13.0,0.0,-0.04595892686377631,0.09725036204124494
2025-11-24 00:00:00+00:00,-0.19170668103138605,0.23343847677469254,0.05983499999999997,8.0,7.0,2.0,0.0,19.0,0.0,0.03385559858110215,0.05351223968087921
2025-11-24 04:00:00+00:00,0.050276249999999974,-0.27297193681557974,-0.20282460629224777,2.0,7.0,4.0,0.0,19.0,0.0,-0.1418400977026092,0.05191938253802207
2025-11-24 08:00:00+00:00,0.0889655341506004,-0.0946257750926415,0.06883270500143374,16.0,10.0,7.0,0.0,19.0,0.0,0.021057488019797548,0.06014276810889447
2025-11-24 12:00:00+00:00,0.07076363886706034,0.30216085507120016,-0.1873074600102504,24.0,19.0,12.0,0.0,19.0,1.0,0.06187234464267003,0.057444006716528155
2025-11-24 16:00:00+00:00,-0.0853283867786328,0.15512371063947678,-0.26905730582038556,23.0,10.0,13.0,0.0,19.0,1.0,-0.06642066065318053,0.024685325273614604
2025-11-24 20:00:00+00:00,0.04125414836810884,-0.2574165763755639,0.006713003198504458,20.0,8.0,7.0,0.0,19.0,0.0,-0.06981647493631687,0.02323159082530062
2025-11-25 00:00:00+00:00,-0.25621962700684864,-0.14100145023345945,0.18442110719084737,11.0,4.0,5.0,0.0,20.0,1.0,-0.07093332334982023,-0.040285017633014
2025-11-25 04:00:00+00:00,-0.15548232400894166,-0.07165951223889985,0.0691275,5.0,6.0,1.0,0.0,20.0,0.0,-0.05267144541594717,-0.035110109486950515
2025-11-25 08:00:00+00:00,0.08623680491407708,0.5824820004530747,0.10586999999999998,15.0,9.0,5.0,0.0,20.0,1.0,0.25819626845571725,-0.029972887356368074
2025-11-25 12:00:00+00:00,-0.07684562992801271,0.08516207888448238,-0.15575585481217924,24.0,15.0,20.0,0.0,20.0,1.0,-0.04914646861856986,-0.053660196510455664
2025-11-25 16:00:00+00:00,0.09164099150584806,0.14137642358291147,-0.17380069538879395,26.0,16.0,16.0,0.0,20.0,1.0,0.019738906566655195,-0.05067771756205741
2025-11-25 20:00:00+00:00,-0.06681957484980423,-0.1962030743551254,-0.05774625,13.0,5.0,2.0,0.0,20.0,1.0,-0.10692296640164321,-0.048033601572224756
2025-11-26 00:00:00+00:00,0.27937185944795606,0.14545470939358074,0.27982009452184037,13.0,12.0,5.0,0.0,15.0,1.0,0.23488222112112575,-0.014016785703675158
2025-11-26 04:00:00+00:00,0.16160070070123672,0.11308116713551677,-0.19741583904027937,9.0,14.0,2.0,0.0,15.0,0.0,0.02575534293215805,0.045671832540337035
2025-11-26 08:00:00+00:00,0.20938329416212575,0.5885461555864413,0.09667624999999998,15.0,12.0,6.0,0.0,15.0,0.0,0.298201899916189,0.09779549227906095
2025-11-26 12:00:00+00:00,0.0613042236326267,0.1933779539275169,0.03724707260191437,23.0,11.0,7.0,0.0,15.0,1.0,0.09730975005401932,0.09423369495313946
2025-11-26 16:00:00+00:00,0.022460835964645647,0.08201291708779332,0.03892420410919185,23.0,17.0,8.0,0.0,15.0,0.0,0.04779931905387694,0.10842033293780494
2025-11-26 20:00:00+00:00,-0.0204486104142666,-0.3532990479034185,0.04426124999999998,15.0,8.0,5.0,0.0,15.0,0.0,-0.1098288027725617,0.09240753266350285
2025-11-27 00:00:00+00:00,-0.01071673477444382,0.14234442843824624,-0.017197499999999998,15.0,14.0,4.0,0.0,22.0,1.0,0.03814339788793414,0.10042222410284006
2025-11-27 04:00:00+00:00,0.057426642989317545,0.30899766111850735,0.0764946971619129,6.0,10.0,5.0,0.0,22.0,1.0,0.1476396670899126,0.06871576460874884
2025-11-27 08:00:00+00:00,0.11488740614816997,0.32432841128170486,0.18327156218886376,25.0,13.0,5.0,0.0,22.0,0.0,0.2074957932062462,0.06204243681545359
2025-11-27 12:00:00+00:00,0.07593494064448368,-0.02242634785151483,0.2729661465461254,26.0,20.0,10.0,0.0,22.0,1.0,0.1088249131130314,0.04297838631293329
2025-11-27 16:00:00+00:00,0.05474443944394586,0.1626103978741169,0.4446133274292946,14.0,7.0,5.0,0.0,22.0,0.0,0.2206560549157858,0.04204127428597889
2025-11-27 20:00:00+00:00,-0.19300235283541672,0.18728603536128996,-0.008161778091788299,10.0,3.0,6.0,0.0,22.0,0.0,-0.004626031855305021,0.01126081874311284
2025-11-28 00:00:00+00:00,-0.008981006665229857,0.19547099993069966,0.023864999999999977,4.0,8.0,1.0,0.0,25.0,1.0,0.07011833108848993,0.012899047850118087
2025-11-28 04:00:00+00:00,0.3074277262663841,0.33523851688305534,0.18071975664138787,8.0,7.0,3.0,0.0,25.0,1.0,0.27446199993027576,0.05834825657023636
2025-11-28 08:00:00+00:00,0.0878306732755729,-0.26855208713150025,0.2671749778429667,15.0,8.0,12.0,0.0,25.0,1.0,0.028817854662346442,0.06269168946827285
2025-11-28 12:00:00+00:00,0.18826647469916175,0.05951049406727156,-0.027650364797115273,26.0,12.0,12.0,0.0,25.0,0.0,0.07337553465643934,0.07317441354698595
2025-11-28 16:00:00+00:00,0.005894548177535701,0.22406908570369083,-0.0844249084675312,27.0,9.0,4.0,0.0,25.0,1.0,0.048512908471231776,0.0631686431945648
2025-11-28 20:00:00+00:00,0.29844724527359007,-0.5152697594374418,0.12046124999999996,13.0,8.0,4.0,0.0,25.0,1.0,-0.03212042138795059,0.09798332974165683
2025-11-29 00:00:00+00:00,-0.18117465394496915,0.23534590536952021,0.2284022600197792,8.0,9.0,2.0,0.0,28.0,1.0,0.09419117048144343,0.09967300101172079
2025-11-29 04:00:00+00:00,-0.07075602521300323,0.04256994448304177,0.2127675702691078,12.0,4.0,2.0,0.0,28.0,1.0,0.061527163179715454,0.09084799836203887
2025-11-29 08:00:00+00:00,-0.003983507707993175,-0.07215215371847146,0.0,15.0,6.0,1.0,0.0,28.0,1.0,-0.025378553808821546,0.04636067922284211
2025-11-29 12:00:00+00:00,0.04139119881699482,0.04357121545791623,0.1184011085148652,23.0,2.0,9.0,0.0,28.0,0.0,0.06778784092992542,0.03972646858590239
2025-11-29 16:00:00+00:00,-0.1178501849520206,-0.24989597097158434,-0.1942027338838577,17.0,3.0,4.0,0.0,28.0,1.0,-0.18731629660248753,-0.004004482792837947
2025-11-29 20:00:00+00:00,0.09695069555872016,0.05193959273576734,-0.02519159508387249,18.0,2.0,4.0,0.0,28.0,1.0,0.04123289773687167,0.009003538261616975
2025-11-30 00:00:00+00:00,0.12249022358616189,0.11969249999999998,0.0658425,9.0,2.0,1.0,0.0,28.0,0.0,0.10267507452872064,-0.016133179122301337
2025-11-30 04:00:00+00:00,-0.014509738811651851,0.38574272122383113,0.14556905496835706,11.0,2.0,4.0,0.0,28.0,1.0,0.1722673457935121,0.007676094468172565
2025-11-30 08:00:00+00:00,0.035833708249841445,0.20159275180021918,-0.09222887458086013,13.0,5.0,1.0,0.0,28.0,1.0,0.04839919515640017,0.022903199248578945
2025-11-30 12:00:00+00:00,0.001130266379594751,0.1840787874317169,-0.2551453613948822,14.0,3.0,7.0,0.0,28.0,1.0,-0.023312102527856843,0.023633738403948647
2025-11-30 16:00:00+00:00,-0.11383906064311664,0.19506464093208312,-0.09784926659345627,15.0,1.0,3.0,0.0,28.0,0.0,-0.005541228768163264,0.0014579870525041558
2025-11-30 20:00:00+00:00,0.13207311760375093,-0.19880306641578674,0.07049292537391186,30.0,4.0,7.0,0.0,28.0,0.0,0.001254325520625349,0.037161315989042945
2025-12-01 00:00:00+00:00,0.0682473732276758,0.4602066303733984,-0.005248317286968174,6.0,14.0,6.0,0.0,24.0,0.0,0.17440189543803533,0.03306084137032232
2025-12-01 04:00:00+00:00,-0.02709,0.35260798044109337,0.15670651382088657,2.0,14.0,7.0,0.0,24.0,1.0,0.16074149808732666,0.011692238000870622
2025-12-01 08:00:00+00:00,-0.25747346878254407,-0.2460705067312718,0.0705498438105583,16.0,13.0,7.0,0.0,24.0,0.0,-0.14433137723441916,-0.02301686628068541
2025-12-01 12:00:00+00:00,-0.02732337411675185,0.23028701220936246,0.17278056392252444,22.0,25.0,11.0,0.0,24.0,0.0,0.12524806733837834,-0.032039306618770164
2025-12-01 16:00:00+00:00,0.021878154828037552,-0.02215048481623333,0.10222645788192744,26.0,8.0,12.0,0.0,24.0,1.0,0.03398470929791055,-0.02907532255470691
2025-12-01 20:00:00+00:00,0.0025479823719546553,0.1304300761139393,0.07799088570117955,26.0,3.0,7.0,0.0,24.0,1.0,0.07032298139569117,-0.012448602123982437
2025-12-02 00:00:00+00:00,0.30305948633159907,-0.04450767083406449,0.08840478910684585,13.0,10.0,1.0,0.0,23.0,1.0,0.11565220153479348,0.011978021979995868
2025-12-02 04:00:00+00:00,-0.07950004578232762,0.4344181199395656,0.17086265266418457,4.0,9.0,2.0,0.0,23.0,0.0,0.17526024227380751,-0.009128752164290332
2025-12-02 08:00:00+00:00,0.0022803049363162666,0.21983800858155886,0.20492850086927406,20.0,14.0,7.0,0.0,23.0,0.0,0.14234893812904972,-0.00493299431624515
2025-12-02 12:00:00+00:00,-0.007677466453790693,0.408346013586839,0.3522827953275045,23.0,17.0,7.0,0.0,23.0,0.0,0.25098378082018424,0.030752148873576763
2025-12-02 16:00:00+00:00,-0.09532635068760975,0.06603673391151428,0.07098189627885818,25.0,10.0,5.0,0.0,23.0,0.0,0.013897426500920901,0.021037437934882774
2025-12-02 20:00:00+00:00,-0.0126952349188214,0.2557312292730808,-0.031689471219778054,12.0,4.0,5.0,0.0,23.0,1.0,0.07044884104482711,0.01609838225676007
2025-12-03 00:00:00+00:00,-0.19411538386449217,0.12244431369245051,0.14585952122211454,11.0,8.0,4.0,0.0,28.0,1.0,0.024729483683357627,-0.011996384348446623
2025-12-03 04:00:00+00:00,-0.21465991288948055,-0.012485831735730188,-0.20473837525288263,10.0,11.0,5.0,0.0,28.0,0.0,-0.1439613732926978,-0.08595629852288657
2025-12-03 08:00:00+00:00,-0.05580641322445868,0.16807914885103703,0.2790663245820999,8.0,9.0,3.0,0.0,28.0,0.0,0.13044635340289276,-0.08257149387176244
2025-12-03 12:00:00+00:00,0.050031998979091594,0.048551110525627994,0.07772857820272447,25.0,15.0,9.0,0.0,28.0,0.0,0.05877056256914801,-0.0757498232942231
2025-12-03 16:00:00+00:00,0.03228642970770592,0.4122818894159793,0.07376242434899011,27.0,5.0,8.0,0.0,28.0,0.0,0.1727769144908918,-0.07004069527115216
2025-12-03 20:00:00+00:00,0.19089102449095244,0.29083755712338855,0.3740968946142593,14.0,11.0,13.0,0.0,28.0,0.0,0.28527515874286674,-0.029152498817071847
2025-12-04 00:00:00+00:00,0.14185571788688497,-0.33880043233116464,0.2096385597622394,12.0,7.0,7.0,0.0,26.0,0.0,0.00423128177265325,-0.007073791273399506
2025-12-04 04:00:00+00:00,0.30986355595171444,0.018145109466910385,0.030142499999999975,10.0,7.0,1.0,0.0,26.0,0.0,0.11938372180620827,0.06492320012891573
2025-12-04 08:00:00+00:00,0.14089043549676739,0.17039857076128326,-0.1105567697811127,13.0,9.0,3.0,0.0,26.0,1.0,0.06691074549231266,0.11571610704123687
2025-12-04 12:00:00+00:00,0.0817922616451581,-0.09347919310718769,0.2446725755266348,16.0,12.0,14.0,0.0,26.0,0.0,0.0776618813548684,0.13537306059403925
2025-12-04 16:00:00+00:00,0.15252369618494166,-0.08846054737488428,-0.013725754749476876,29.0,6.0,16.0,0.0,26.0,1.0,0.016779131353526835,0.15001473162344642
2025-12-04 20:00:00+00:00,0.23072257334740953,0.044446796352863305,-0.05986794870638845,17.0,7.0,9.0,0.0,26.0,1.0,0.07176714033129479,0.17836275214340408
2025-12-05 00:00:00+00:00,0.04870601353645321,-0.4005664662736654,-0.11549249999999994,9.0,14.0,2.0,0.0,28.0,0.0,-0.1557843175790707,0.15805060772133275
2025-12-05 04:00:00+00:00,-0.45819932176192596,0.4177732018168767,0.16495756818175317,9.0,17.0,4.0,0.0,28.0,0.0,0.04151048274556798,0.07232845920007405
2025-12-05 08:00:00+00:00,-0.005330036491553003,0.07949893895936011,0.0,11.0,8.0,0.0,0.0,28.0,0.0,0.024722967489269037,0.027300803136750127
2025-12-05 12:00:00+00:00,0.24864327927620633,0.14372274368246396,0.2705134697612126,28.0,9.0,10.0,0.0,28.0,0.0,0.22095983090662763,0.04269406653381284
2025-12-05 16:00:00+00:00,0.01774226919569668,-0.24557764073888455,0.13304443822717663,23.0,13.0,11.0,0.0,28.0,0.0,-0.031596977772003744,0.033544067612461204
2025-12-05 20:00:00+00:00,-0.0651211716872851,0.12022177417218682,-0.10073593619346619,13.0,10.0,4.0,0.0,28.0,1.0,-0.01521177790285482,0.0024519436307145243
2025-12-06 00:00:00+00:00,0.13659906658252077,0.08796360249261058,0.24847659972071642,9.0,6.0,4.0,0.0,23.0,0.0,0.1576797562652826,-0.01099427162141244
2025-12-06 04:00:00+00:00,0.3053759304959774,-0.19444958788394925,0.027258749999999974,13.0,4.0,2.0,0.0,23.0,0.0,0.046061697537342704,0.0256728593728053
2025-12-06 08:00:00+00:00,-0.10116586512088777,0.4329262975502014,0.0,12.0,2.0,0.0,0.0,23.0,0.0,0.11058681080977122,0.07667763889295362
2025-12-06 12:00:00+00:00,0.16963956449386616,-0.23235538618087767,-0.13456021062612533,21.0,2.0,3.0,0.0,23.0,0.0,-0.06575867743771228,0.10167329617658492
2025-12-06 16:00:00+00:00,0.2298507215640885,-0.09271377877593048,0.08687624999999997,19.0,5.0,3.0,0.0,23.0,1.0,0.07467106426271934,0.0989886450748538
2025-12-06 20:00:00+00:00,0.15214097878171992,-0.1352376786851883,0.021243496628999728,20.0,2.0,4.0,0.0,23.0,1.0,0.01271559890851045,0.11818846072999999
2025-12-07 00:00:00+00:00,0.19331157484690345,0.2223133033823967,0.12841623643279074,4.0,1.0,3.0,0.0,20.0,0.0,0.18134703822069698,0.15510742452059834
2025-12-07 04:00:00+00:00,0.14680541692256927,0.0,0.0,8.0,0.0,0.0,0.0,20.0,0.0,0.04893513897418975,0.1565654745691767
2025-12-07 08:00:00+00:00,0.233853029408137,0.21884325734853743,0.0,21.0,1.0,0.0,0.0,20.0,1.0,0.1508987622522248,0.1463479172709138
2025-12-07 12:00:00+00:00,0.14457946927572995,0.10542874999999997,0.06941017921408014,41.0,5.0,7.0,0.0,20.0,1.0,0.10647279949660336,0.18145439361328775
2025-12-07 16:00:00+00:00,0.17469232848544908,0.07410771680434547,-0.03444249999999997,14.0,8.0,4.0,0.0,20.0,1.0,0.07145251509659818,0.18217621704065673
2025-12-07 20:00:00+00:00,0.23770600638628,-0.17250279405872024,0.29308150394320487,11.0,7.0,4.0,0.0,20.0,0.0,0.11942823875692155,0.18329840058668406
2025-12-08 00:00:00+00:00,0.1512198433279991,0.21938359306355315,-0.16187726558804513,3.0,13.0,3.0,0.0,20.0,1.0,0.0695753902678357,0.18316680980758113
2025-12-08 04:00:00+00:00,0.37087033612696324,-0.04748934644532202,0.13797979619741438,11.0,11.0,4.0,0.0,20.0,1.0,0.15378692862635188,0.20853234713330396
