datetime_4h,sent_btc,count_btc,sent_tech,count_tech,sent_macro,count_macro,sent_total,count_total,sent_weighted
2025-11-18 12:00:00,0.18843666666666667,30,0.3951076923076923,13.0,-0.20568666666666668,15.0,0.12595256410256409,58.0,0.13283103445985672
2025-11-18 16:00:00,0.3342958333333333,24,0.2643,9.0,0.14758,5.0,0.24872527777777775,38.0,0.29314999992285523
2025-11-18 20:00:00,0.17350625,16,-0.536575,4.0,-0.12906,10.0,-0.16404291666666668,30.0,-0.022026666659324446
2025-11-19 00:00:00,-0.15445714285714285,7,-0.128,1.0,0.4775666666666667,3.0,0.06503650793650795,11.0,0.020318181799710747
2025-11-19 04:00:00,0.1842,9,-0.7184,1.0,0.14968571428571428,7.0,-0.12817142857142858,17.0,0.11689411757829758
2025-11-19 08:00:00,0.17765714285714287,14,0.11918333333333332,6.0,-0.028245454545454532,11.0,0.08953167388167389,31.0,0.09327741932474923
2025-11-19 12:00:00,0.09750500000000001,20,0.287,8.0,0.17976153846153847,13.0,0.18808884615384613,41.0,0.16056097557059487
2025-11-19 16:00:00,0.2991137931034483,29,0.32350555555555555,18.0,0.16309999999999997,5.0,0.2619064495530013,52.0,0.29447884609721564
2025-11-19 20:00:00,0.0924388888888889,18,0.07685000000000002,6.0,-0.29495,10.0,-0.04188703703703702,34.0,-0.024249999992867633
2025-11-20 00:00:00,0.24756666666666666,9,0.3182,1.0,0.30375,10.0,0.2898388888888889,20.0,0.279189999860405
2025-11-20 04:00:00,0.25768571428571424,7,-0.35055000000000003,2.0,0.03285000000000002,8.0,-0.020004761904761924,17.0,0.08032352936451555
2025-11-20 08:00:00,0.3317666666666667,15,0.29592727272727276,11.0,0.3061,16.0,0.31126464646464647,42.0,0.31260238087795184
2025-11-20 12:00:00,0.2926375,16,0.130825,12.0,0.229448,25.0,0.2176368333333333,53.0,0.22619433957996335
2025-11-20 16:00:00,0.24584736842105262,19,0.2725642857142857,14.0,0.08919333333333333,15.0,0.20253499582289056,48.0,0.20468541662402387
2025-11-20 20:00:00,0.6521848484848485,33,0.5415571428571428,7.0,-0.20876666666666666,9.0,0.32832510822510824,49.0,0.4782469386779088
2025-11-21 00:00:00,0.26692727272727274,11,0.0,0.0,0.439825,8.0,0.23558409090909094,19.0,0.33972631561067035
2025-11-21 04:00:00,0.24403846153846154,13,-0.43035,2.0,0.19152,10.0,0.001736153846153841,25.0,0.169079999932368
2025-11-21 08:00:00,0.39461199999999996,25,0.49838571428571427,7.0,0.3809,8.0,0.4246325714285714,40.0,0.41002999989749245
2025-11-21 12:00:00,0.2815736842105263,19,-0.04323999999999999,5.0,0.16278333333333334,18.0,0.13370567251461987,42.0,0.19199523804952495
2025-11-21 16:00:00,0.19616,20,0.3579076923076923,13.0,0.08786000000000001,5.0,0.21397589743589748,38.0,0.23724473677967242
2025-11-21 20:00:00,0.4488125,8,0.3893714285714286,7.0,-0.12738333333333332,6.0,0.23693353174603174,21.0,0.2643714284455374
2025-11-22 00:00:00,0.11980000000000002,19,-0.1987,4.0,-0.20230000000000004,2.0,-0.09373333333333334,25.0,0.043071999982771204
2025-11-22 04:00:00,0.51784,5,0.6124,1.0,0.1918666666666667,3.0,0.4407022222222223,9.0,0.41968888842256785
2025-11-22 08:00:00,0.28305384615384616,13,0.0,0.0,0.3236,2.0,0.20221794871794874,15.0,0.2884599998076933
2025-11-22 12:00:00,0.2569666666666667,27,-0.1502,4.0,0.388525,4.0,0.16509722222222223,35.0,0.22546857136415185
2025-11-22 16:00:00,0.34889583333333335,24,0.7052999999999999,3.0,0.3982,2.0,0.48413194444444435,29.0,0.3891655171071843
2025-11-22 20:00:00,0.25095,10,0.7739,2.0,0.005699999999999997,4.0,0.3435166666666667,16.0,0.2550062498406211
2025-11-23 00:00:00,0.25466363636363637,11,0.0,0.0,0.0,1.0,0.08488787878787879,12.0,0.2334416664721319
2025-11-23 04:00:00,0.08281176470588233,17,0.25,1.0,0.45275,2.0,0.26185392156862747,20.0,0.12816499993591748
2025-11-23 08:00:00,0.07586,15,-0.11315,2.0,0.026599999999999957,2.0,-0.003563333333333349,19.0,0.05077894734169528
2025-11-23 12:00:00,0.33815625,16,0.09106666666666667,3.0,0.19795,4.0,0.20905763888888887,23.0,0.28154347813845937
2025-11-23 16:00:00,0.42025,24,0.292,5.0,-0.4939,1.0,0.07278333333333335,30.0,0.3684033332105322
2025-11-23 20:00:00,0.2118529411764706,17,-0.12044999999999997,4.0,-0.1909,2.0,-0.03316568627450978,23.0,0.11903913038302646
2025-11-24 00:00:00,0.027099999999999992,8,0.3989,2.0,0.7839,7.0,0.4033,17.0,0.38246470565737367
2025-11-24 04:00:00,0.67035,2,0.015949999999999992,4.0,-0.210375,8.0,0.15864166666666668,14.0,-0.019892857128647957
2025-11-24 08:00:00,0.14135625000000002,16,0.3428777777777777,9.0,0.16769,10.0,0.21730800925925928,35.0,0.20069999994265714
2025-11-24 12:00:00,0.12728846153846154,26,-0.05405000000000001,12.0,0.22302380952380954,21.0,0.09875409035409037,59.0,0.12448135591110486
2025-11-24 16:00:00,0.10073913043478262,23,0.14735,14.0,0.12914,10.0,0.1257430434782609,47.0,0.12066595742113491
2025-11-24 20:00:00,0.27569499999999997,20,0.21712857142857142,7.0,0.0026111111111111075,9.0,0.16514489417989417,36.0,0.1960361110566566
2025-11-25 00:00:00,0.09394545454545454,11,0.63256,5.0,0.31422500000000003,4.0,0.34691015151515153,20.0,0.2726549998636724
2025-11-25 04:00:00,-0.16746,5,0.9217,1.0,-0.07711666666666667,6.0,0.22570777777777776,12.0,-0.031524999973729165
2025-11-25 08:00:00,0.25272941176470587,17,0.49239999999999995,5.0,0.5369555555555556,9.0,0.4273616557734205,31.0,0.37390322568583767
2025-11-25 12:00:00,0.20568076923076922,26,-0.06317500000000001,20.0,0.31111875,16.0,0.15120817307692305,62.0,0.14616290320223177
2025-11-25 16:00:00,0.26866538461538464,26,0.16276249999999998,16.0,0.4263764705882353,17.0,0.2859347850678733,59.0,0.2853881355448495
2025-11-25 20:00:00,0.3107230769230769,13,-0.76995,2.0,0.35740000000000005,7.0,-0.033942307692307695,22.0,0.22733181807848551
2025-11-26 00:00:00,0.29714285714285715,14,0.49058,5.0,0.2021666666666667,12.0,0.32996317460317465,31.0,0.29157741926078146
2025-11-26 04:00:00,0.45913333333333334,9,0.81525,2.0,0.12645714285714285,14.0,0.4669468253968254,25.0,0.30132399987947045
2025-11-26 08:00:00,0.39874,15,0.32748333333333335,6.0,0.44426666666666664,12.0,0.39016333333333336,33.0,0.4023393938174729
2025-11-26 12:00:00,0.3630333333333333,24,0.46295714285714284,7.0,0.30435,12.0,0.37678015873015874,43.0,0.36292325572955275
2025-11-26 16:00:00,0.2704217391304348,23,0.5094125,8.0,0.3627222222222222,18.0,0.38085215378421905,49.0,0.3433469387054394
2025-11-26 20:00:00,0.12966,15,0.35672,5.0,-0.2736,8.0,0.07092666666666665,28.0,0.05498928569464668
2025-11-27 00:00:00,0.4051,16,0.0046666666666666705,6.0,0.42073571428571427,14.0,0.27683412698412696,36.0,0.34444166657098846
2025-11-27 04:00:00,0.38255,6,0.52706,5.0,0.24712,10.0,0.3855766666666667,21.0,0.35246666649882535
2025-11-27 08:00:00,0.4409269230769231,26,0.316,5.0,0.3215769230769231,13.0,0.359501282051282,44.0,0.39146818172921183
2025-11-27 12:00:00,0.25923846153846153,26,0.6867076923076922,13.0,0.3265227272727273,22.0,0.4241562937062937,61.0,0.37460491797137624
2025-11-27 16:00:00,0.32815333333333335,15,0.61302,5.0,0.11862857142857144,7.0,0.35326730158730163,27.0,0.3265851850642277
2025-11-27 20:00:00,0.26372,10,0.25405,6.0,-0.013575000000000018,4.0,0.16806500000000002,20.0,0.20535999989731998
2025-11-28 00:00:00,0.24495,4,0.3182,1.0,0.474375,8.0,0.34584166666666666,13.0,0.3917692304678698
2025-11-28 04:00:00,0.153325,8,0.1533333333333333,3.0,0.21828571428571428,7.0,0.1749813492063492,18.0,0.17858888878967283
2025-11-28 08:00:00,0.19344,15,0.6156615384615385,13.0,-0.0018124999999999999,8.0,0.2690963461538462,36.0,0.3025194443604113
2025-11-28 12:00:00,0.3036807692307692,26,0.2541538461538462,13.0,0.02924615384615385,13.0,0.19569358974358975,52.0,0.22269038457255955
2025-11-28 16:00:00,0.39645714285714284,28,0.453275,4.0,0.19287692307692306,13.0,0.3475363553113553,45.0,0.34269555547940095
2025-11-28 20:00:00,0.4090714285714286,14,0.5030749999999999,4.0,-0.1799875,8.0,0.24405297619047617,26.0,0.242284615291429
2025-11-29 00:00:00,0.07477777777777779,9,0.47635,2.0,0.2513444444444445,9.0,0.26749074074074075,20.0,0.194389999902805
2025-11-29 04:00:00,0.3494083333333333,12,0.8006333333333333,3.0,-0.30010000000000003,4.0,0.28331388888888887,19.0,0.2839157893242548
2025-11-29 08:00:00,0.24544666666666665,15,0.0,1.0,0.23223333333333332,6.0,0.15922666666666666,22.0,0.23068636353150618
2025-11-29 12:00:00,0.26553333333333334,24,0.37577000000000005,10.0,0.20379999999999998,2.0,0.2817011111111111,36.0,0.29272499991868756
2025-11-29 16:00:00,0.09682941176470589,17,-0.22632500000000003,4.0,0.14309999999999998,3.0,0.004534803921568613,24.0,0.048754166646352425
2025-11-29 20:00:00,0.15007222222222225,18,0.39807499999999996,4.0,0.36063333333333336,3.0,0.30292685185185186,25.0,0.21501999991399198
2025-11-30 00:00:00,0.16617777777777779,9,0.8779,1.0,0.7979499999999999,2.0,0.6140092592592593,12.0,0.33078333305768054
2025-11-30 04:00:00,0.25124545454545455,11,0.41075,4.0,0.56225,2.0,0.40808181818181816,17.0,0.32536470569096193
2025-11-30 08:00:00,0.22368461538461543,13,0.7506,1.0,0.12876666666666667,6.0,0.3676837606837607,20.0,0.22155499988922253
2025-11-30 12:00:00,0.21616428571428573,14,0.40181428571428573,7.0,0.2599333333333333,3.0,0.2926373015873016,24.0,0.27578333321842363
2025-11-30 16:00:00,0.22666666666666668,15,0.39565,4.0,0.5574,1.0,0.3932388888888889,20.0,0.27699999986150003
2025-11-30 20:00:00,0.2867133333333333,30,0.5444111111111112,9.0,-0.06119999999999999,4.0,0.2566414814814815,43.0,0.3082860464399335
2025-12-01 00:00:00,0.13288333333333333,6,-0.011299999999999992,7.0,0.37145,14.0,0.16434444444444443,27.0,0.21920370362251715
2025-12-01 04:00:00,-0.3612,2,0.13178749999999997,8.0,0.5100285714285715,14.0,0.0935386904761905,24.0,0.311345833203606
2025-12-01 08:00:00,-0.10003125000000002,16,0.23872857142857143,7.0,-0.10913125,16.0,0.009855357142857138,39.0,-0.04296153845052269
2025-12-01 12:00:00,0.015465217391304348,23,0.2335,11.0,0.264308,25.0,0.17109107246376812,59.0,0.16155762709126142
2025-12-01 16:00:00,0.2810346153846154,26,0.30376153846153847,13.0,0.17891111111111113,9.0,0.25456908831908837,48.0,0.2680416666108247
2025-12-01 20:00:00,0.0980653846153846,26,0.4673142857142857,7.0,0.165775,4.0,0.24371822344322344,37.0,0.1752432431958802
2025-12-02 00:00:00,0.34397692307692307,13,-0.1531,1.0,0.1379,10.0,0.1095923076923077,24.0,0.23739999990108332
2025-12-02 04:00:00,-0.22712499999999997,4,0.38295,2.0,0.5924888888888888,9.0,0.24943796296296297,15.0,0.3459866664360089
2025-12-02 08:00:00,0.20517500000000002,20,0.2740857142857143,7.0,0.3313333333333333,15.0,0.2701980158730159,42.0,0.26171666660435317
2025-12-02 12:00:00,0.30502500000000005,24,0.3596714285714286,7.0,0.20944444444444443,18.0,0.291380291005291,49.0,0.27772040810658766
2025-12-02 16:00:00,0.14592,25,0.10253999999999999,5.0,0.127425,12.0,0.12529500000000002,42.0,0.13547142853917346
2025-12-02 20:00:00,-0.08574999999999999,12,0.5151600000000001,5.0,0.27665,4.0,0.2353533333333334,21.0,0.12635238089221318
2025-12-03 00:00:00,0.15781818181818183,11,0.07822499999999999,4.0,0.380425,8.0,0.20548939393939394,23.0,0.22140434772982417
2025-12-03 04:00:00,0.1022090909090909,11,-0.10972,5.0,0.09458333333333334,12.0,0.029024141414141415,28.0,0.061096428549608416
2025-12-03 08:00:00,0.1802875,8,0.09106666666666667,3.0,0.01211000000000001,10.0,0.09448805555555556,21.0,0.0874571428154966
2025-12-03 12:00:00,0.355008,25,0.2557,9.0,0.09124117647058823,17.0,0.23398305882352943,51.0,0.24956078426479197
2025-12-03 16:00:00,0.07358148148148148,27,0.2317375,8.0,0.44383999999999996,5.0,0.24971966049382713,40.0,0.15149499996212626
2025-12-03 20:00:00,0.32094,15,0.2682,13.0,0.06541818181818182,11.0,0.2181860606060606,39.0,0.2312897435304385
2025-12-04 00:00:00,0.10252500000000002,12,0.4824428571428571,7.0,-0.12642857142857142,7.0,0.15284642857142858,26.0,0.14316923071416568
2025-12-04 04:00:00,0.34328000000000003,10,0.4019,1.0,0.1555875,8.0,0.30025583333333333,19.0,0.26733684196455954
2025-12-04 08:00:00,0.13393846153846153,13,0.13586666666666666,3.0,0.19112222222222225,9.0,0.15364245014245015,25.0,0.1547559999380976
2025-12-04 12:00:00,0.16966875,16,0.3595857142857143,14.0,-0.02821666666666665,12.0,0.16701259920634923,42.0,0.1764357142437058
2025-12-04 16:00:00,0.2574551724137931,29,0.13118749999999998,16.0,-0.04385,6.0,0.11493089080459772,51.0,0.1823941176112953
2025-12-04 20:00:00,0.2315705882352941,17,0.5219400000000001,10.0,0.2857,7.0,0.3464035294117647,34.0,0.3281176469623183
2025-12-05 00:00:00,0.2922,9,-0.80475,2.0,-0.16859285714285713,14.0,-0.22704761904761903,25.0,-0.053599999978559965
2025-12-05 04:00:00,-0.07110000000000001,10,0.541525,4.0,0.3311941176470588,17.0,0.26720637254901963,31.0,0.2285612902488512
2025-12-05 08:00:00,0.18745454545454543,11,0.0,0.0,0.046433333333333326,9.0,0.07796262626262625,20.0,0.12399499993800249
2025-12-05 12:00:00,0.2008607142857143,28,0.28979,10.0,0.22892727272727276,11.0,0.23985932900432902,49.0,0.225310204035651
2025-12-05 16:00:00,0.26427826086956524,23,0.26843636363636364,11.0,-0.07404615384615384,13.0,0.152889490219925,47.0,0.1716723403890059
2025-12-05 20:00:00,-0.05789285714285714,14,-0.31198000000000004,5.0,-0.03596999999999999,10.0,-0.1352809523809524,29.0,-0.09414137927788228
2025-12-06 00:00:00,0.6133555555555555,9,0.214075,4.0,0.4850833333333333,6.0,0.4375046296296296,19.0,0.48878947342695284
2025-12-06 04:00:00,0.44153846153846155,13,0.36345,2.0,0.49738,5.0,0.4341228205128205,20.0,0.4476899997761549
2025-12-06 08:00:00,0.137975,12,0.0,0.0,0.87295,2.0,0.336975,14.0,0.24297142839787755
2025-12-06 12:00:00,0.40632857142857143,21,0.05203333333333332,3.0,-0.32763333333333333,3.0,0.04357619047619047,27.0,0.2854111110054033
2025-12-06 16:00:00,0.36145499999999997,20,0.52,3.0,0.2258,5.0,0.36908499999999994,28.0,0.3542178570163507
2025-12-06 20:00:00,0.39247,20,0.306725,4.0,-0.16345,2.0,0.17858166666666667,26.0,0.3365153844859556
2025-12-07 00:00:00,0.5061249999999999,4,0.44683333333333336,3.0,0.891,1.0,0.6146527777777778,8.0,0.531999999335
2025-12-07 04:00:00,0.20013750000000002,8,0.0,0.0,0.0,0.0,0.06671250000000001,8.0,0.20013749974982814
2025-12-07 08:00:00,0.7903238095238097,21,0.0,0.0,0.8689,1.0,0.5530746031746032,22.0,0.7938954541845931
2025-12-07 12:00:00,0.5252317073170732,41,0.35814285714285715,7.0,0.6729,5.0,0.5187581881533102,53.0,0.5170943395250767
2025-12-07 16:00:00,0.4327857142857143,14,-0.25570000000000004,4.0,0.33694444444444444,9.0,0.17134338624338621,27.0,0.29884074063005894
2025-12-07 20:00:00,0.4085545454545454,11,0.26726,5.0,-0.07745714285714286,7.0,0.1994524675324675,23.0,0.22992173903046875
2025-12-08 00:00:00,0.0,3,0.240075,4.0,0.18992307692307694,13.0,0.14333269230769233,20.0,0.17146499991426753
2025-12-08 04:00:00,0.3538727272727273,11,0.10954999999999998,4.0,0.20936363636363636,11.0,0.2242621212121212,26.0,0.2551461537480207
2025-12-08 08:00:00,0.26489999999999997,24,0.03964999999999999,4.0,-0.07651666666666666,12.0,0.0760111111111111,40.0,0.1399499999650125
2025-12-08 12:00:00,0.1923529411764706,17,0.08261,10.0,0.08075,10.0,0.11857098039215686,37.0,0.13252972969391089
2025-12-08 16:00:00,0.3279518518518518,27,-0.16288571428571427,7.0,0.21855833333333333,12.0,0.12787482363315697,46.0,0.22472173908158222
2025-12-08 20:00:00,0.2330388888888889,18,0.02822857142857143,7.0,-0.28043636363636365,11.0,-0.0063896344396344356,36.0,0.036319444434355724
2025-12-09 00:00:00,0.2598076923076923,13,-0.06979999999999999,3.0,0.09624999999999999,12.0,0.09541923076923077,28.0,0.154396428516287
2025-12-09 04:00:00,0.09410000000000002,4,0.449475,8.0,0.15184117647058826,17.0,0.23180539215686277,29.0,0.2259827585427646
2025-12-09 08:00:00,0.11213846153846153,13,0.0807,5.0,0.036,10.0,0.07627948717948717,28.0,0.07933214282880995
2025-12-09 12:00:00,0.22839354838709677,31,0.052557142857142844,7.0,0.09695294117647058,17.0,0.12596787747357005,55.0,0.1653872726972023
2025-12-09 16:00:00,0.019665000000000005,20,0.2447,6.0,0.0002499999999999933,16.0,0.08820499999999999,42.0,0.044416666656091265
2025-12-09 20:00:00,0.3264263157894737,19,0.085125,4.0,0.09336923076923077,13.0,0.16830684885290148,36.0,0.2154555554957068
2025-12-10 00:00:00,0.1763,15,0.0,0.0,0.27502,10.0,0.15044,25.0,0.2157879999136848
2025-12-10 04:00:00,0.1798142857142857,7,0.7717,1.0,0.15652222222222223,9.0,0.36934550264550264,17.0,0.202299999881
2025-12-10 08:00:00,0.19796,5,0.14333333333333334,6.0,-0.21723333333333336,12.0,0.041353333333333325,23.0,-0.03291304346395085
2025-12-10 12:00:00,0.23446785714285714,28,0.14203333333333332,12.0,0.01895625,16.0,0.13181914682539683,56.0,0.15308571425837755
2025-12-10 16:00:00,0.25077083333333333,24,0.36334444444444447,9.0,0.0011629629629629624,27.0,0.20509274691358026,60.0,0.15533333330744442
2025-12-10 20:00:00,0.029244999999999993,20,0.0379125,8.0,-0.1308,25.0,-0.02121416666666667,53.0,-0.04493962263303026
2025-12-11 00:00:00,0.05728181818181817,11,0.6970999999999999,3.0,0.08855333333333332,15.0,0.28097838383838386,29.0,0.1396448275380535
2025-12-11 04:00:00,-0.017149999999999995,12,0.4513,4.0,0.114675,16.0,0.18294166666666667,32.0,0.10731874996646287
2025-12-11 08:00:00,0.049030769230769225,13,0.7203999999999999,2.0,-0.07290999999999999,10.0,0.2321735897435897,25.0,0.0539639999784144
2025-12-11 12:00:00,0.07776923076923076,26,0.36284,10.0,-0.07726499999999999,20.0,0.1211147435897436,56.0,0.07330535712976691
2025-12-11 16:00:00,0.21461923076923076,26,0.41915,2.0,0.04897272727272727,11.0,0.22758065268065267,39.0,0.1783871794414392
2025-12-11 20:00:00,0.28208,10,-0.2295777777777778,9.0,-0.156925,4.0,-0.034807592592592605,23.0,0.005517391301948956
